"id","tender_No","type","delivery","department","cbrief","cd","dp","date_Published","brief","closing_Date","compulsory_briefing_session","status","category","description","conditions","province","contactPerson","email","telephone","fax","briefingVenue","bf","bc","reason"
22882,"CGS-2022-007X","Request for Bid(Open-Tender)",,"Council for Geoscience",true,"Wednesday, 22 June 2022 - 11:00","Thursday, 02 June 2022","2022-06-02T00:00:00","Wednesday, 15 June 2022 - 11:00","2022-06-22T11:00:00","2022-06-15T11:00:00","Cancelled","Services: Electrical","APPOINTMENT OF A SERVICE PROVIDER TO SUPPLY, DELIVER AND INSTALL A HIGH SECURITY CLEARVU FENCE WHICH IS ELECTRIFIED WITH DEEP SEATED BASE, WITH ENTRY AND EXIT GATES & ASSOCIATED INSTALLATION BEING 1,500 METRES IN TOTAL LENGTH FOR THE COUNCIL FOR GEOSCIENCE’S CARBON CAPTURE, UTILISATION AND STORAGE PROJECT, LOCATED ON THE FARM GOEDEHOOP, LEANDRA, MPUMALANGA PROVINCE","Bid documents are available from CGS website:
www.geoscience.org.za","Mpumalanga","Thabo Molikoe","tmolikoe@geoscience.org.za","012-841-1420","N/A","https://zoom.us/j/92369773885?pwd=UDNkQVJHWTU0WklkNVFJUzh1WDdmZz09 Meeting ID: 923 6977 3885 Passcod","Yes"," Yes","The bids received were non responsive.
Tender to be re advertised."
22890,"KZN/RAIL/06/01/2022/006/Q","Request for Quotation","65 Masabalala Yengwa Avenue - Greyville - Durban - 4001","Passenger Rail Agency of South Africa",false,"Thursday, 09 June 2022 - 12:00","Thursday, 02 June 2022","2022-06-02T00:00:00","<not available>","2022-06-09T12:00:00",,"Cancelled","Supplies: General","SUPPLY AND DELIVERY OF CARBON BRUSHES FOR METRORAIL KZN","N/A","KwaZulu-Natal","Rani Padayachee","rani.padayachee@prasa.com","031-813-0138","N/A",,"N/A"," NO","PUBLISHED TWICE"
22937,"KZN/RAIL/06/02/2022/006/Q","Request for Quotation","65 Masabalala Yengwa Avenue - Greyville - Durban - 4001","Passenger Rail Agency of South Africa",false,"Wednesday, 08 June 2022 - 12:00","Thursday, 02 June 2022","2022-06-02T00:00:00","<not available>","2022-06-08T12:00:00",,"Cancelled","Services: General","SERVICING OF FIREARMS ON SITE(PURCHASE AGREEMENT FOR 36 MONTHS) FOR METRORAIL KZN","N/A","KwaZulu-Natal","Rani Padayachee","rani.padayachee@prasa.com","031-813-0138","N/A",,"N/A"," NO","Only two bids was received, In order to complete the process, a minimum of three valid quotes is required."
22940,"RFP 2022-017","Request for Proposal",,"National Lotteries Commission",false,"Tuesday, 14 June 2022 - 11:00","Thursday, 02 June 2022","2022-06-02T00:00:00","<not available>","2022-06-14T11:00:00",,"Cancelled","Services: Professional"," Appointment of Service Provider to conduct Environmental Scan for NLC","N/A","National","Maureen Senyatsi","Maureen@nlcsa.org.za","012-432-1470","N/A",,"N/A"," NO","Wrong Platform"
22941,"RFI for ESD Project","Request for Information","370 Nossob Street, Corner Delmas Avenue & Nossob Street - Erasmuskloof Ext.4 - Pretoria - 0001","ARMSCOR",false,"Thursday, 09 June 2022 - 11:00","Thursday, 02 June 2022","2022-06-02T00:00:00","<not available>","2022-06-09T11:00:00",,"Cancelled","Activities of head offices; management consultancy activities","RFI for Enterprise and Supplier Development (ESD) Project at Armscor Head Office in Erasmuskloof Ext.4 in Pretoria","N/A","Gauteng","ESD","esd@armscor.co.za","000-000-0000","000-000-0000",,"N/A"," NO","Document needs to be reviewed"
22948,"R/14/21-22","Request for Quotation","54 YORK STREET - GEORGE - GEORGE - 6530","Garden Route District Local Municipality",false,"Wednesday, 29 June 2022 - 11:00","Thursday, 02 June 2022","2022-06-02T00:00:00","<not available>","2022-06-29T11:00:00",,"Cancelled","Services: General","SUPPLY AND DELIVERY OF ROAD TRAFFIC SIGNS FOR A PERIOD OF THREE YEARS.","N/A","Western Cape","BUKELWA NDZINDE","bukelwa@gardenroute.gov.za","044-803-1338","N/A",,"N/A"," NO","cancelled in accordance with ""GRDM Preferntial Procurement Policy 2017,13( c), No acceptable tender is recieved."
22822,"CTT24910","Request for Proposal","Duinzicht Avenue - MOSSEL BAY - MOSSEL BAY - 6500","PetroSA",false,"Friday, 17 June 2022 - 12:00","Wednesday, 01 June 2022","2022-06-01T00:00:00","<not available>","2022-06-17T12:00:00",,"Cancelled","Services: Professional","SUPPLY, DELIVERY, INSTALL AND COMISSION NITROGEN GENERATOR INCLUDING TRAINING AT THE PetroSA GTL REFINERY, MOSSEL BAY ","N/A","National","Zonazihle Sityata","zonazihle.sityata@petrosa.co.za","044-601-2311","N/A",,"N/A"," NO","Tender was cancelled due to Pricing and Technical issues "
22860,"SAWS-287/22","Request for Bid(Open-Tender)","Cnr. Olievenhoutbosch and Ribbon  - Centurion - Pretoria - 0157","South African Weather Service",false,"Friday, 24 June 2022 - 11:00","Wednesday, 01 June 2022","2022-06-01T00:00:00","<not available>","2022-06-24T11:00:00",,"Cancelled","Supplies: Computer Equipment","Appointment of service provider to provide the South African Weather Service with a Disaster Recovery (DR) Storage Solution based on VMware software, blade and rack mountable servers with a scalable SAN storage solution.
","None","Gauteng","Mr. Vusi Maditsi","bids@weathersa.co.za","012-367-6000","N/A",,"N/A"," NO","Non compliant to requirements"
22865,"SAQA RFQ: Maintenance and Support of Altiris Patch","Request for Quotation","1067 Arcadia Street - Hatfield - Pretoria - 0028","The South African Qualifications Authority (SAQA)",false,"Monday, 06 June 2022 - 11:00","Wednesday, 01 June 2022","2022-06-01T00:00:00","<not available>","2022-06-06T11:00:00",,"Cancelled","Computer programming, consultancy and related activities","Maintenance and Support of Altiris Patch Management for 36 months","N/A","Gauteng","Mr Donald Motsoai","ictrfq.enquiries@saqa.co.za","012-431-5000","N/A",,"N/A"," NO","None Responsive"
22866,"RFQ/LOG/2022/22","Request for Quotation","Corner Artillery and Henley Road - Auckland Park - Johannesburg - 2006","South African Broadcasting Corporation Limited",false,"Wednesday, 29 June 2022 - 11:00","Wednesday, 01 June 2022","2022-06-01T00:00:00","<not available>","2022-06-29T11:00:00",,"Cancelled","Administrative and support activities","APPOINTMENT OF A SUITABLE SERVICE PROVIDER TO REMOVE OLD AND REPLACE WITH NEW CONDENSOR PIPE TO THE CHILLER AS WELL AS TESTING AND COMMISSIONING OF THE INSTALLATION, AT SABC IN KWA-ZULU NATAL (“KZN”), DURBAN OFFICE ONCE OFF PROJECT","N/A","North West","Namhla","Tenderqueries@sabc.co.za","011-714-4644","N/A",,"N/A"," NO",
22871,"109/2022/IT/DESKTOPS/RFB","Request for Bid(Open-Tender)","265 West Avenue - Centurion - Pretoria - 0157","Trans-Caledon Tunnel Authority",true,"Monday, 04 July 2022 - 11:00","Wednesday, 01 June 2022","2022-06-01T00:00:00","Tuesday, 14 June 2022 - 11:00","2022-07-04T11:00:00","2022-06-14T11:00:00","Cancelled","Computer programming, consultancy and related activities","Appointment of service provider for the provision of Desktops and Laptops including warranty and support for the period of three years","None","Gauteng","M Ntemane","tenders02@tcta.co.za","012-683-1200","012-683-1200","Microsoft team","Yes"," NO","The bid cancelled due to changed circumstances as allowed in section 13(1) (a) of the PPPFA 2017 Regulations.
The new tender with the revised scope will be advertised in due course."
22736,"MPKRI10279GX","Request for Bid(Open-Tender)","Bethal / Ogies Road  - Kriel - Kriel - 2271","ESKOM",true,"Monday, 04 July 2022 - 10:00","Tuesday, 31 May 2022","2022-05-31T00:00:00","Tuesday, 14 June 2022 - 11:00","2022-07-04T10:00:00","2022-06-14T11:00:00","Cancelled","Services: General","MAINTENANCE AND CALIBRATION OF WEIGHBRIDGE SCALES AT KRIEL POWER STATION FOR A PERIOD OF FIVE (5) YEARS ON AN “AS AND WHEN” REQUIRED BASIS ","01 June 2022:  Information Security Policy Uploaded 
20June 2022:  MoM; Clarification 01 & Revised ITT Uploaded ","Mpumalanga","Presheen Nair ","nairp@eskom.co.za","017-615-2437","086-665-4966","MS Teams ","Yes"," NO","Non-responsive tenders received."
22749,"ZNQ01782/00000/00/HOD/GEN/22/T","Request for Quotation","172 Burger Street - PIETERMARTZBURG - PIETERMARTZBURG - 3201","Kwazulu Natal - Transport",false,"Friday, 10 June 2022 - 11:00","Tuesday, 31 May 2022","2022-05-31T00:00:00","<not available>","2022-06-10T11:00:00",,"Cancelled","Legal and accounting activities","Request to Appoint a Legal Practitioner to Conduct Association Mergers and Drafting of Constitutions for Santaco Associations under Umsunduzi Region","n/a","KwaZulu-Natal","Siphokazi Godlwana","siphokazi.godlwana@kzntransport.gov.za","033-355-0519","N/A",,"N/A"," NO","Department to utilize Panel of attorney's "
22775,"CORP5610 - Cancellation","Request for Bid(Open-Tender)","N/A - Cancellation of Tender - Germiston - Germiston - 1400","ESKOM",false,"Sunday, 31 July 2022 - 10:00","Tuesday, 31 May 2022","2022-05-31T00:00:00","<not available>","2022-07-31T10:00:00",,"Cancelled","Telecommunications","Cancellation - Provision of Calibration and Repairs of Eskom Telecommunication Test Equipment on an as and when required basis for a period of three (3) years","None","National","Godfrey Radzelani","RadzelGR@eskom.co.za","011-871-3165","011-871-3160",,"N/A"," NO",
22789,"04/2022","Request for Bid(Open-Tender)","29 De Beer Street - Johannesburg - Johannesburg - 2000","Legal Aid South Africa",false,"Thursday, 30 June 2022 - 11:00","Tuesday, 31 May 2022","2022-05-31T00:00:00","<not available>","2022-06-30T11:00:00",,"Cancelled","Information service activities","PROVISION OF COMPUTER HARDWARE FOR A PERIOD OF FIVE (5) YEARS.","N/A","Gauteng","Kabelo Choeu","KabeloC@legal-aid.co.za","011-877-2000","011-877-2222",,"N/A"," NO","Due to a change in circumstances."
22819,"MPPPSCO01172R1","Request for Bid(Open-Tender)",,"ESKOM",false,"Thursday, 30 June 2022 - 10:00","Tuesday, 31 May 2022","2022-05-31T00:00:00","<not available>","2022-06-30T10:00:00",,"Cancelled","Services: Civil","CANCELLED-Appointment of a Design Consultant to Perform Construction Oversite & Take Design Accountability for Buildings and Services at Kusile Power Station Project.","CANCELLED- Appointment of a Design Consultant to Perform Construction Oversite & Take Design Accountability for Buildings and Services at Kusile Power Station Project.","National","Nonhlanhla Hlangwini","nonhlanhla.hlangwini@eskom.co.za","013-699-7081","N/A",,"N/A"," NO",
22820,"MPPPSCO01212R1","Request for Proposal",,"ESKOM",false,"Thursday, 30 June 2022 - 10:00","Tuesday, 31 May 2022","2022-05-31T00:00:00","<not available>","2022-06-30T10:00:00",,"Cancelled","Construction","CANCELLED-Kusile Wilge flats fencing and lighting Project.","CANCELLED","National","Nonhlanhla Hlangwini","Kusile731@eskom.co.za","013-699-7081","N/A",,"N/A"," NO",
22634,"PR10329104","Request for Quotation",,"Passenger Rail Agency of South Africa",false,"Wednesday, 15 June 2022 - 12:00","Monday, 30 May 2022","2022-05-30T00:00:00","<not available>","2022-06-15T12:00:00",,"Cancelled","Services: General","Addendum for the Advertised - Request for Quotation (RFQ) for Repair and Servicing of Ticket Office Safes and Strong Rooms for Metrorail Western Cape on an ""As and When Required Basis""","Please ensure you complete and return document with supporting documents as well as Section 11 Stamping","Western Cape","Faniswa Mbunje","fmbunje@prasa.com","021-449-3012","N/A",,"N/A"," NO","Non- Awarded Incorrect Specification"
22638,"FBD-SCM-2022-TEN-0006","Request for Proposal","R104 Elias Motsoaledi Street (Church Street West Ext) - Pelindaba - Pelindaba - 0240","South African Nuclear Energy Corporation Limited",false,"Tuesday, 28 June 2022 - 11:00","Monday, 30 May 2022","2022-05-30T00:00:00","<not available>","2022-06-28T11:00:00",,"Cancelled","Services: Professional","Bid provision of approved inspection authority occupational hygiene services.","N/A","North West","Buyani Nsibande","scm@necsa.co.za","012-305-6072","N/A",,"N/A"," NO",
22658,"PR10329908","Request for Proposal","No 1 Adderley Street, Room 622, 6th Floor, Propnet Building - Cape Town - Cape Town - 8000","Passenger Rail Agency of South Africa",false,"Wednesday, 08 June 2022 - 12:00","Monday, 30 May 2022","2022-05-30T00:00:00","<not available>","2022-06-08T12:00:00",,"Cancelled","Services: General","Safe Maintenance ","Please ensure you complete and return document with requested supporting documents as well as Commissioner Stamping of Section 11 to the e-mail provided on document RFQWC@prasa.com - Don't copy me as that will lead to automatic disqualification","Western Cape","Faniswa Mbunje","fmbunje@prasa.com","021-449-3012","N/A",,"N/A"," NO","Replaced by Addendum one PR10329104"
22668,"MWP1022TX","Request for Quotation",,"ESKOM",false,"Friday, 17 June 2022 - 11:00","Monday, 30 May 2022","2022-05-30T00:00:00","<not available>","2022-06-17T11:00:00",,"Cancelled","Electricity, gas, steam and air conditioning","Cancellation - Supply and Delivery of Koeberg - 400kv Lines Insulators at Western Grid for a
Period of Seven (7) Months","None","Western Cape","Nozipho Sibanyoni","sibanyNS@eskom.co.za","011-800-3415","086-660-6619",,"N/A"," NO",
22671,"MWP1023TX)","Request for Quotation",,"ESKOM",false,"Friday, 17 June 2022 - 11:00","Monday, 30 May 2022","2022-05-30T00:00:00","<not available>","2022-06-17T11:00:00",,"Cancelled","Electricity, gas, steam and air conditioning","Cancellation - Water sampling, analysis and treatment of all selected water supply and water resources in Western Grid for a period of three (3) years","None","Western Cape","Nozipho Sibanyoni","sibanyNS@eskom.co.za","011-800-3415","086-660-6619",,"N/A"," NO",
22677,"RFQ/2022/23/06","Request for Quotation","11th Floor,  The Marine Building, 22 Dorothy Nyembe - Durban Central - Durban  - 4000","Ports Regulator of South Africa",false,"Friday, 03 June 2022 - 12:00","Monday, 30 May 2022","2022-05-30T00:00:00","<not available>","2022-06-03T12:00:00",,"Cancelled","Information service activities","PROVISION OF PAPERTRAIL LICENSES FOR A PERIOD OF ONE YEAR","No","KwaZulu-Natal","SCM TEAM","quotations@portsregulator.org","031-365-7800","N/A",,"N/A"," NO","After careful consideration and deliberation of the  RFQ for provision of paper trial licenses for a period of one year, we regret to advise that Ports Regulator of South Africa (PRSA) has taken a decision to cancel the RFQ. The RFQ is cancelled due to the Constitutional Court judgement that was handed down on 30th of May 2022, regarding suspension of Preferential Procurement Regulations, 2017. Constitutional Court declared Preferential Procurement Regulations, 2017 valid in their entirety until 15 February 2023 or unless the new regulations are promulgated before that date. 
National Treasury advised all organs of state to decide whether to withdraw or not any quotations or tenders advertised before 30th of May 2022 in light of the above judgement and request new quotations that will be subjected to the 2017 Regulations. Therefore, PRSA decided to exercise this option and withdraw the above-mentioned RFQ. 

"
22708,"Q 01 EDTEA 22/23","Request for Quotation","270 Jabu Ndlovu Street - Pietermaritzburg - Pietermaritzburg - 3201","Kwazulu Natal - Economic Development, Tourism and Environ Affairs",true,"Monday, 13 June 2022 - 15:00","Monday, 30 May 2022","2022-05-30T00:00:00","Monday, 06 June 2022 - 11:00","2022-06-13T15:00:00","2022-06-06T11:00:00","Cancelled","Education","APPOINTMENT OF A SERVICE PROVIDER TO PROVIDE TECHNICAL TRAINING ON GARMENT COSTING, DOCUMENTATION, ADVANCED PATTERN MAKING, ADVANCED GARMENT CONSTRUCTION, PRACTICAL (PRODUCE OWN GARMENTS AS IF FOR RETAILER","N/A","KwaZulu-Natal","Ntombifuthi Shange","ntombifuthi.shange@kznedtea.gov.za","033-264-2663","N/A","online meeting","Yes"," Yes","To be re-advertised "
22493,"RFQ 021/2022","Request for Quotation",,"TSHWANE AUTOMOTIVE SPECIAL ECONOMIC ZONE",false,"Monday, 06 June 2022 - 12:00","Friday, 27 May 2022","2022-05-27T00:00:00","<not available>","2022-06-06T12:00:00",,"Cancelled","Other service activities","Provision of Board and Committees Performance and Evaluation Services  for three months.","Bids to be emailed to luciab@tasez.co.za ","Gauteng","Lucia Buda","luciab@tasez.co.za","012-564-3174","N/A",,"N/A"," NO","Internal Reasons"
22537,"HP04-2022ONC/01","Request for Bid(Open-Tender)","1112 Voortrekker Road - Pretoria Townlands 351-JR,  - PRETORIA - 0143","Health",true,"Monday, 11 July 2022 - 11:00","Friday, 27 May 2022","2022-05-27T00:00:00","Tuesday, 07 June 2022 - 10:00","2022-07-11T11:00:00","2022-06-07T10:00:00","Cancelled","Supplies: Medical","Supply and Delivery of Oncology and Immunological Agents to the Department of Health for the period ending 30 June 2024","The Special Requirements and Conditions of Contract is included in the bid pack.","National","Mandie Coetzee","tenders@health.gov.za","012-395-8419","N/A","https://teams.microsoft.com/registration/HDcXpRbzTEisXJi3YSd5Cg,MryvJDTBz0efpyHvdWH33w,qVSe2hq9VUGri","Yes"," NO","The tender is cancelled with effect from 17 June 2022.  The NDOH will publish a new tender without exemption from Regulation 2017 of the PPPFA Act on 24 June 2022."
22540,"HP06-2021SVP/02","Request for Bid(Open-Tender)","1112 Voortrekker Road - Pretoria Townlands 351-JR - PRETORIA  - 0143","Health",true,"Monday, 27 June 2022 - 11:00","Friday, 27 May 2022","2022-05-27T00:00:00","Tuesday, 07 June 2022 - 10:00","2022-06-27T11:00:00","2022-06-07T10:00:00","Cancelled","Supplies: Medical","Supply and Delivery of Small Volume Parenterals and Insulin Devices to the Department of Health for the period ending 30 April 2024

","Special Requirements and Conditions of Contract are included in the bid. ","National","Mandie Coetzee","tenders@health.gov.za","012-395-8419","N/A","https://teams.microsoft.com/registration/HDcXpRbzTEisXJi3YSd5Cg,MryvJDTBz0efpyHvdWH33w,qVSe2hq9VUGri","Yes"," NO","The tender is cancelled with effect from 17 June 2022.  The NDOH will publish a new tender without exemption from Regulation 2017 of the PPPFA Act on 24 June 2022."
22558,"TDR325/2021/2022","Request for Bid(Open-Tender)","101 MARSH STREET - MOSSEL BAY MUNICIPALITY - MOSSEL BAY - 6500","Mossel Bay Municipality",true,"Friday, 10 June 2022 - 12:00","Friday, 27 May 2022","2022-05-27T00:00:00","Monday, 06 June 2022 - 11:00","2022-06-10T12:00:00","2022-06-06T11:00:00","Cancelled","Construction","CONSTRUCTION AND REFURBISHMENT OF HARDCOURTS","N/A","Western Cape","Mr Hendrik Schoeman","hschoeman@mosselbay.gov.za","044-606-5268","N/A","Greenhaven Sport fields next to Amy Searl Street in Erasmus Street, Greenhaven, Great Brak River","Yes"," Yes","The tender be cancelled, as no acceptable tenders were received."
22570,"BV952/2022","Request for Bid(Open-Tender)",,"Breede Valley Municipality",true,"Friday, 01 July 2022 - 11:00","Friday, 27 May 2022","2022-05-27T00:00:00","Wednesday, 15 June 2022 - 10:00","2022-07-01T11:00:00","2022-06-15T10:00:00","Cancelled","Civil engineering","CONSTRUCTION OF A TRAFFIC CIRCLE AT HIGH & LOUIS LANGE STREET: WORCESTER","N/A","Western Cape","Haydn Craig Anyster","hanyster@bvm.gov.za","023-348-2966","N/A","Council Chambers, 1st floor, Civic Centre, 30 Baring  Street, Worcester, GPS Co-ordinates: 33°38'41","Yes"," Yes","Was not formally approved for advertisement by senior management yet."
22571,"NOTICE TO CANCEL","Request for Bid(Open-Tender)","26 CHURCH STREET, OUDTSHOORN 6625 - OUDTSHOORN - OUDTSHOORN - 6625","Oudtshoorn Municipality",false,"Thursday, 30 June 2022 - 11:00","Friday, 27 May 2022","2022-05-27T00:00:00","<not available>","2022-06-30T11:00:00",,"Cancelled","Administrative and support activities","FORMAL TENDER TD 05/02/2022: PROVISION OF SERVICE PROVIDER TO PROVIDE VAT REVIEW SERVICES FOR OUDTSHOORN MUNICIPALITY FOR A PERIOD OF 3 YEARS (01 JULY 2022- 30 JUNE 2025)","N/A","Western Cape","J. ROLLISON ","janina@oudtmun.gov.za","044-203-3178","N/A",,"N/A"," NO",
22573,"NOTICE TO CANCEL","Request for Bid(Open-Tender)","26 CHURCH STREET, OUDTSHOORN 6625 - OUDTSHOORN - OUDTSHOORN - 6625","Oudtshoorn Municipality",false,"Thursday, 30 June 2022 - 11:00","Friday, 27 May 2022","2022-05-27T00:00:00","<not available>","2022-06-30T11:00:00",,"Cancelled","Other professional, scientific and technical activities","TENDER NOTICE AND INVITATION TO REQUEST FOR PROPOSAL: TD 14/02/2022: ALTERNATIVE WASTE MANAGEMENT TECHNOLOGY’’ ","N/A","Western Cape","J. ROLLISON ","janina@oudtmun.gov.za","044-203-3178","N/A",,"N/A"," NO",
22575,"NOTICE TO CANCEL","Request for Bid(Open-Tender)","26 CHURCH STREET, OUDTSHOORN 6625 - OUDTSHOORN - OUDTSHOORN - 6625","Oudtshoorn Municipality",false,"Thursday, 30 June 2022 - 11:00","Friday, 27 May 2022","2022-05-27T00:00:00","<not available>","2022-06-30T11:00:00",,"Cancelled","Services: Professional","TD0 01/11/2021:  “APPOINTMENT OF A QUALIFIED SERVICE PROVIDER TO OPERATE AND MANAGE THE Oudtshoorn aerodrome for a period of 9 years and 11 months","N/A","Western Cape","J. ROLLISON ","janina@oudtmun.gov.za","044-203-3178","N/A",,"N/A"," NO",
22595,"QN005-2022","Request for Bid(Open-Tender)","SCOTT STREET, N10 - Upington - Upington - 8800","Dawid kruiper Local Municipality",true,"Friday, 10 June 2022 - 14:00","Friday, 27 May 2022","2022-05-27T00:00:00","Friday, 03 June 2022 - 10:00","2022-06-10T14:00:00","2022-06-03T10:00:00","Cancelled","Construction","CLEANING & MAINTENANCE OF EILAND HOLIDAY RESORT - DAWID KRUIPER MUNICIPALITY","N/A","Northern Cape","Elizabeth Munnik","elizabeth.munnik@dkm.gov.za","054-338-7123","N/A","EILAND HOLIDAY RESORT","Yes"," Yes","BUDGET EXCEEDED"
22408,"MPGXC006245","Request for Bid(Open-Tender)","Bethal / Ogies Road  - Kriel - Kriel - 2271","ESKOM",false,"Sunday, 26 June 2022 - 10:00","Thursday, 26 May 2022","2022-05-26T00:00:00","<not available>","2022-06-26T10:00:00",,"Cancelled","Services: General","Cancellation of Tender - MODIFICATION OF SNOOPER LINE SYSTEM ON UNITS 1 - 6 AT KRIEL POWER STATION FOR A PERIOD OF 12 MONTHS","Tender Cancellation ","Mpumalanga","Presheen Nair ","nairp@eskom.co.za","017-615-2437","086-665-4966",,"N/A"," NO",
22424,"HO/PROBITY-KZN/05/2022","Request for Quotation","30 WOLMARANS STREET - BRAAMFONTEIN - JOHANNESBURG - 2017","Passenger Rail Agency of South Africa",false,"Tuesday, 31 May 2022 - 15:00","Thursday, 26 May 2022","2022-05-26T00:00:00","<not available>","2022-05-31T15:00:00",,"Cancelled","Services: Professional","REQUEST FOR QUOTATIONS FOR THE PROBITY OFFICER SERVICES FOR KWAZULU-NATAL (“KZN”) SERVICE REGION PROJECT","N/A","Gauteng","MAGGY RAMABI","maggy.ramabi@prasa.com","012-748-7313","N/A",,"N/A"," NO","incorrect specification"
22425,"HO/PROBITY-GSM-R/05/2022","Request for Quotation","30 WOLMARANS STREET - BRAAMFONTEIN - JOHANNESBURG - 2017","Passenger Rail Agency of South Africa",false,"Tuesday, 31 May 2022 - 15:00","Thursday, 26 May 2022","2022-05-26T00:00:00","<not available>","2022-05-31T15:00:00",,"Cancelled","Services: Professional","REQUEST FOR QUOTATIONS FOR THE PROBITY OFFICER SERVICES FOR THE (“GSM-R”) REDUNDANCY NETWORK IN PRASA’S GAUTENG (“GP”), KWAZULU-NATAL (“KZN”) AND WESTERN CAPE (“WC”) SERVICE PROJECT.","N/A","Gauteng","MAGGY RAMABI","maggy.ramabi@prasa.com","012-748-7313","N/A",,"N/A"," NO","incorrect specification"
22426,"HO/PROBITY-OTN/05/2022","Request for Quotation","30 WOLMARANS STREET - BRAAMFONTEIN - JOHANNESBURG - 2017","Passenger Rail Agency of South Africa",false,"Tuesday, 31 May 2022 - 15:00","Thursday, 26 May 2022","2022-05-26T00:00:00","<not available>","2022-05-31T15:00:00",,"Cancelled","Services: Professional","REQUEST FOR QUOTATIONS FOR THE PROBITY OFFICER SERVICES FOR OPTICAL TRANSMISSION NETWORK (“OTN”) IN PRASA’S GAUTENG (“GP”) AND WESTERN CAPE (“WC”) SERVICE PROJECT.","N/A","Gauteng","MAGGY RAMABI","maggy.ramabi@prasa.com","012-748-7313","N/A",,"Yes"," Yes","incorrect specification"
22446,"1051/05/2022/RFQ/ROTATING MACHINE MOTOR GENERATOR ","Request for Quotation","BRAAMFONTEIN DEPOT - BRAAMFONTEIN - JOHANNESBURG - 2001","Passenger Rail Agency of South Africa",false,"Thursday, 02 June 2022 - 12:00","Thursday, 26 May 2022","2022-05-26T00:00:00","<not available>","2022-06-02T12:00:00",,"Cancelled","Services: Electrical","RENDER FOR REFURBISHMENT AND REPAIROF ROTATING MACHINES COMPONENTS MOTOR GEERATOR RS BRAAMFONTEIN DEPOT","N/A","Gauteng","S DUPLESSIS","SDuPlessis@prasa.com","011-013-1644","N/A",,"N/A"," NO","Material errors, and a revised ToR has been issued"
22448,"2051/05/2022/RFQ/ROTATING MACHINE MOTOR GENERATOR ","Request for Quotation","WOLMERTON DEPOT - WOLMERTON - PRETORIA - 0104","Passenger Rail Agency of South Africa",false,"Thursday, 02 June 2022 - 12:00","Thursday, 26 May 2022","2022-05-26T00:00:00","<not available>","2022-06-02T12:00:00",,"Cancelled","Services: Electrical","RENDER FOR REFURBISHMENT AND REPAIROF ROTATING MACHINES COMPONENTS MOTOR GEERATOR RS WOLMERTON  DEPOT","N/A","Gauteng","S DUPLESSIS","SDuPlessis@prasa.com","011-013-1644","N/A",,"N/A"," NO","Material errors, a revised ToR has been issued"
22449,"3051/05/2022/RFQ/ROTATING MACHINE MOTOR GENERATOR ","Request for Quotation","PRASA KZN DEPOT - DURBAN - DURBAN - 0400","Passenger Rail Agency of South Africa",false,"Thursday, 02 June 2022 - 12:00","Thursday, 26 May 2022","2022-05-26T00:00:00","<not available>","2022-06-02T12:00:00",,"Cancelled","Services: Electrical","RENDER FOR REFURBISHMENT AND REPAIROF ROTATING MACHINES COMPONENTS MOTOR GEERATOR RS KWAZULU NATAL DEPOT","N/A","KwaZulu-Natal","S DUPLESSIS","SDuPlessis@prasa.com","011-013-1644","N/A",,"N/A"," NO","Material errors, a revised ToR has been issued"
22452,"4051/05/2022/RFQ/ROTATING MACHINE MOTOR GENERATOR ","Request for Quotation","PRASA WC DEPOT - CAPE TOWN - CAPE TOWN - 0400","Passenger Rail Agency of South Africa",false,"Thursday, 02 June 2022 - 12:00","Thursday, 26 May 2022","2022-05-26T00:00:00","<not available>","2022-06-02T12:00:00",,"Cancelled","Services: Electrical","RENDER FOR REFURBISHMENT AND REPAIROF ROTATING MACHINES COMPONENTS MOTOR GEERATOR RS WESTERN CAPE DEPOT","N/A","Western Cape","S DUPLESSIS","SDuPlesssis@prasa.com","011-013-1644","N/A",,"N/A"," NO","Material errors identified, a revised ToR has been issued"
22481,"10331128/AIA/CRES/22","Request for Quotation","30 Wolmaraans Street, Umjantshi House, Braamfontein 2001 - Braamfontein - Johannesburg - 2001","Passenger Rail Agency of South Africa",false,"Thursday, 02 June 2022 - 11:00","Thursday, 26 May 2022","2022-05-26T00:00:00","<not available>","2022-06-02T11:00:00",,"Cancelled","Services: Professional","Annual Impairment Assessment","N/A","Gauteng","Moipone Mosiapane","moipone.mosiapane@prasa.com","011-013-1584","011-013-1584",,"N/A"," NO","Change of Scope of work and Pricing Schedule/BOQ"
22309,"MWP1378TX","Request for Bid(Open-Tender)","Watershed Substation - Near Lichtenburg - Lichtenburg - 2740","ESKOM",true,"Tuesday, 12 July 2022 - 10:00","Wednesday, 25 May 2022","2022-05-25T00:00:00","Thursday, 09 June 2022 - 11:00","2022-07-12T10:00:00","2022-06-09T11:00:00","Cancelled","Construction","Watershed 132 kV lines deviations re-issue","The briefing session is not compulsory.","North West","Maude Kesha","wlinedeviations@eskom.co.za","011-800-4303","N/A","Microsoft Teams","Yes"," NO","No acceptable tenders were received"
