"id","tender_No","type","delivery","department","date_Published","cbrief","cd","dp","closing_Date","brief","compulsory_briefing_session","status","category","description","province","contactPerson","email","telephone","fax","briefingVenue","conditions","bf","bc"
38912,"10332685","Request for Quotation","Off Malta Road - Salt River - Cape Town - 7925","Passenger Rail Agency of South Africa","2022-11-03T00:00:00",false,"Monday, 14 November 2022 - 10:00","Thursday, 03 November 2022","2022-11-14T10:00:00","<not available>",,"Published","Supplies: Clothing/Textiles/Footwear","Supply and Deliver Chainsaw Protective Clothing","Western Cape","ROSINAH SKISAZANA","Rosinah.skisazana@prasa.com","021-449-2095","N/A",,"All SBD's and annex C must be fully and correctly completed"," NO"," NO"
38913,"TD 14/02/2022","Request for Bid(Open-Tender)","26 CHURCH STREET, OUDTSHOORN 6625 - OUDTSHOORN - OUDTSHOORN - 6625","Oudtshoorn Municipality","2022-11-03T00:00:00",true,"Monday, 05 December 2022 - 12:00","Thursday, 03 November 2022","2022-12-05T12:00:00","Friday, 18 November 2022 - 10:00","2022-11-18T10:00:00","Published","Professional, scientific and technical activities","TD 14/02/2022: RE-ADVERTISED TENDER NOTICE AND INVITATION TO REQUEST FOR PROPOSAL (LONG TERM PERIOD: 10 TO 20 YEARS) ALTERNATIVE WASTE MANAGEMENT TECHNOLOGY","Western Cape","C. DUPLESSIS","cduplessis@oudtmun.gov.za","044-203-3172","N/A","Grootkop Landfill Site.  Grootkop Landfill Site (GPS Coordinates: 33 ° 35 ? 1.43 "" S, 22 ° 14 ? 35.7","For all procurement expected to exceed R10 million (all applicable taxes included)	Financial statements will be required for the last 3 years
Company Experience Required (with traceable references)	Project/s similar in nature.  
Contract Manager & Construction Manager (Site Agent) Experience Required	Project/s similar in nature.  ","Yes","Yes"
38914,"08C - 2022/23","Request for Bid(Open-Tender)","21 Irwin Street - Musina Civic Centre - Musina - 0900","Musina Local Municipality","2022-11-03T00:00:00",false,"Monday, 28 November 2022 - 11:00","Thursday, 03 November 2022","2022-11-28T11:00:00","<not available>",,"Published","Supplies: Clothing/Textiles/Footwear","PROVISION OF PERSONAL PROTECTIVE CLOTHING FOR WASTE MANAGEMENT, PARKS AND EPWP SERVICES FOR THE PERIOD OF THREE (03) YEARS","Limpopo","Kelekwang Chisanga","kelekwangc@musina.gov.za","079-083-6464","015-534-2513",,"Bid document will be available at a non refundable fee of R 766.63
Bid document will be available for purchase at Musina Local Municipality, Cashier's office at reception area, 21 Irwin Street, Musina Civic Centre
Bids will be evaluated for functionality
The qualifying score for functionality is 70 points
Department of Trade and Industry stipulated minimum threshold percentages for local production and content for the Textile, Clothing, Leather, and Footwear sector of 100%, as per a declaration made by the bidder in the Declaration Certificate for Local Content (MBD 6.2) and annexure C (Local Content Declaration: Summary Schedule).
Bid will further be evaluated on 80/20 Preference Point System as prescribed by PPR 2017"," NO"," NO"
38915,"08D - 2022/23","Request for Bid(Open-Tender)","21 Irwin Street - Musina Civic Centre - Musina - 0900","Musina Local Municipality","2022-11-03T00:00:00",false,"Monday, 28 November 2022 - 11:00","Thursday, 03 November 2022","2022-11-28T11:00:00","<not available>",,"Published","Supplies: Clothing/Textiles/Footwear","PROVISION OF PERSONAL PROTECTIVE CLOTHING FOR TRAFFIC LAW ENFORCEMENT, DRIVING AND TESTING CENTRE SERVICES FOR THE PERIOD OF THREE (03) YEARS","Limpopo","Kelekwang Chisanga","kelekwangc@musina.gov.za","079-083-6464","015-534-2513",,"Bid document will be available at a non refundable fee of R 766.63
Bid document will be available for purchase at Musina Local Municipality, Cashier's office at reception area, 21 Irwin Street, Musina Civic Centre
Bids will be evaluated for functionality
The qualifying score for functionality is 70 points
Department of Trade and Industry stipulated minimum threshold percentages for local production and content for the Textile, Clothing, Leather, and Footwear sector of 100%, as per a declaration made by the bidder in the Declaration Certificate for Local Content (MBD 6.2) and annexure C (Local Content Declaration: Summary Schedule).
Bid will further be evaluated on 80/20 Preference Point System as prescribed by PPR 2017"," NO"," NO"
38916,"RFP 01/03/2022","Request for Proposal",,"South African Post Office Limited","2022-11-03T00:00:00",false,"Friday, 25 November 2022 - 11:00","Thursday, 03 November 2022","2022-11-25T11:00:00","<not available>",,"Published","Activities of head offices; management consultancy activities","APPOINTMENT OF SERVICE PROVIDER TO PROVIDE IT AUDIT SERVICES FOR A PERIOD OF ONE (1) YEAR","Gauteng","Nokulunga Moloi","Nokulunga.Moloi@postbank.co.za","000-000-0000","N/A",,"N/A"," NO"," NO"
38917,"10334890","Request for Quotation","CNR LEYDS & SIMMONDS - BRAAMFONTEIN - JOHANNESBURG - 2000","Passenger Rail Agency of South Africa","2022-11-03T00:00:00",false,"Thursday, 10 November 2022 - 10:00","Thursday, 03 November 2022","2022-11-10T10:00:00","<not available>",,"Published","Information and communication","SUPPLY AND DELIVERY OF  RAILWAY SIGN BOARDS IN THE GAUTENG ON A ONCE OFF BASIS","Gauteng","ALI MAUPA","amaupa@prasa.com","011-013-0169","086-762-9137",,"N/A"," NO"," NO"
38918,"09 - 2022/23","Request for Bid(Open-Tender)","21 Irwin Street - Musina Civic Centre - Musina - 0900","Musina Local Municipality","2022-11-03T00:00:00",false,"Tuesday, 22 November 2022 - 11:00","Thursday, 03 November 2022","2022-11-22T11:00:00","<not available>",,"Published","Supplies: General","SUPPLY AND DELIVERY OF ONE (01) NEW SUV/SAV VEHICLE","Limpopo","Amon Tshinavhe","amont@musina.gov.za","082-614-4439","015-534-2513",,"Bids will be available at a non refundable fee of R 746.83
Bids will be available for purchase at Musina Local Municipality, Cashier's office, 21 Irwin Street, Musina Civic Centre
Bids will be evaluated on 80/20 Preference point system as prescribed by the PPR 2017"," NO"," NO"
38919,"10 - 2022/23","Request for Bid(Open-Tender)","21 Irwin Street - Musina Civic Centre - Musina - 0900","Musina Local Municipality","2022-11-03T00:00:00",false,"Tuesday, 22 November 2022 - 11:00","Thursday, 03 November 2022","2022-11-22T11:00:00","<not available>",,"Published","Supplies: General","SUPPLY AND DELIVERY OF ONE (01) NEW SUV/SAV VEHICLE","Limpopo","Amon Tshinavhe","amont@musina.gov.za","082-614-4439","015-534-2513",,"Bids will be available at a non refundable fee of R 746.83
Bids will be available for purchase at Musina Local Municipality, Cashier's office, 21 Irwin Street, Musina Civic Centre
Bids will be evaluated on 80/20 Preference point system as prescribed by the PPR 2017"," NO"," NO"
38920,"CQK10/2022","Request for Quotation","21- 23 Market Street, Old Magistrate Office - Kimberley - Kimberley - 8300","Public Works","2022-11-03T00:00:00",false,"Thursday, 10 November 2022 - 11:00","Thursday, 03 November 2022","2022-11-10T11:00:00","<not available>",,"Published","Services: Professional","KURUMAN MAGISTRATE COURT:  Repairs and renovations for DOJ.  Architectural Services","Northern Cape","Ms G Aysen","gail.aysen@dpw.gov.za","053-838-5221","N/A",,"Please contact Ms Thandie Gaxela on 031 314 7019 for more information on the scope."," NO"," NO"
38921,"CQK11/2022","Request for Quotation","21- 23 Market Street, Old Magistrate Office - Kimberley - Kimberley - 8300","Public Works","2022-11-03T00:00:00",false,"Thursday, 10 November 2022 - 11:00","Thursday, 03 November 2022","2022-11-10T11:00:00","<not available>",,"Published","Services: Professional","KURUMAN MAGISTRATE COURT:  Repairs and renovations for DOJ:  Quantity Surveyor","Northern Cape","Ms G Aysen","gail.aysen@dpw.gov.za","053-838-5221","N/A",,"Please contact the PL Ms Thandie Gaxela on 013 314 7019 on the scope."," NO"," NO"
38923,"10334391/CD/10/2022 ","Request for Quotation","30 WOLMARANS STREET - BRAAMFONTEIN - JOHANNESBURG - 2000","Passenger Rail Agency of South Africa","2022-11-03T00:00:00",true,"Friday, 11 November 2022 - 11:00","Thursday, 03 November 2022","2022-11-11T11:00:00","Tuesday, 08 November 2022 - 10:00","2022-11-08T10:00:00","Published","Services: General","
Supply, Installation, Management & removal of Christmas Deco @ Johannesburg Park Station-Re advert 
","Gauteng","Winnie Mputle","wmputle@prasa.com","011-085-7426","011-085-7426","UMJANTSHI HOUSE, 30 WOLMARANS STREET, BRAAMFONTEIN","N/A","Yes","Yes"
38924,"NT016-2022","Request for Bid(Open-Tender)","240 Madiba Street - Pretoria CBD - Pretoria - 0002","National Treasury","2022-11-03T00:00:00",true,"Friday, 25 November 2022 - 11:00","Thursday, 03 November 2022","2022-11-25T11:00:00","Thursday, 10 November 2022 - 11:00","2022-11-10T11:00:00","Published","Services: Professional","APPOINTMENT OF A SERVICE PROVIDER TO PERFORM, IMPLEMENT BUSINESS IMPACT ANALYSIS (BIA) AND PROVIDE RECOMMENDATIONS, FOR A PERIOD OF EIGHT (8) MONTHS","Gauteng","NTAdministrativeTenders@Treasury.gov.za","NTAdministrativeTenders@Treasury.gov.za","012-395-6692","N/A","https://teams.microsoft.com/l/meetup-join/19%3ameeting_ZjM2MDNhYzctNWNlZC00MjI0LTgyZTMtMmI4YjgzOWQyO","As per Special Condition of Contract","Yes"," NO"
38925,"SGI REQ-063008","Request for Quotation","10 Blydskap road - Bethlehem - Bethlehem - 9700","Agricultural Research Council","2022-11-03T00:00:00",false,"Thursday, 10 November 2022 - 12:00","Thursday, 03 November 2022","2022-11-10T12:00:00","<not available>",,"Published","Supplies: Clothing/Textiles/Footwear","Protective clothing: Conti suites","Free State","Nomthandazo Monamate","monamaten@arc.agric.za","058-307-3476","N/A",,"N/A"," NO"," NO"
38926,"SCMU: 06 - 2022/23","Request for Bid(Open-Tender)","2-6 New Street - Johannesburg - Marshalltown - 2091","Education, Training and Development Practices SETA","2022-11-03T00:00:00",true,"Tuesday, 29 November 2022 - 11:00","Thursday, 03 November 2022","2022-11-29T11:00:00","Monday, 14 November 2022 - 11:00","2022-11-14T11:00:00","Published","Education","Terms of reference for the mid - term review of the ETDP SETA five - year strategic plan 2022 - 2025","National","Siphesihle Khonjelwayo","tenderers@etdpseta.org.za","011-372-3300","N/A","The ETDP SETA will host a COMPULSORY virtual briefing session for BID NO: SCMU: 06 - 2022/23 for the","The ETDP SETA will host a COMPULSORY virtual briefing session for BID NO: SCMU: 06 - 2022/23 for the Mid-Term review of the ETDP SETA five-year strategic plan 2020 – 2025, on 14 November 2022 at 11h00. Interested members must please communicate their interest to join in the session, before 11 November 2022. To attend and get access to the session, please email: TienieJ@etdpseta.org.za with your Name, Surname, Company Name, Email address and Cellphone Number. Access details will only be shared with those that confirmed. Please do not forward the link further. We thank you for your cooperation.","Yes","Yes"
38927,"MPKUS10509GX","Request for Information","Generation Kusile Power Station - HAARTEBEESFONTEIN FARM WITBANK - Witbank - 1034","ESKOM","2022-11-03T00:00:00",false,"Tuesday, 06 December 2022 - 10:00","Thursday, 03 November 2022","2022-12-06T10:00:00","<not available>",,"Published","Services: Professional","Request for information on Chemical Analysis for Wet Flue Gas Desulfurization ","National","Romeo Mokwena","MokwenRJ@eskom.co.za","013-699-7369","N/A",,"N/A"," NO"," NO"
38928,"SCMU: 07 - 2022/23","Request for Bid(Open-Tender)","2-6 New Street - Johannesburg - Marshalltown - 2091","Education, Training and Development Practices SETA","2022-11-03T00:00:00",true,"Wednesday, 30 November 2022 - 11:00","Thursday, 03 November 2022","2022-11-30T11:00:00","Tuesday, 15 November 2022 - 11:00","2022-11-15T11:00:00","Published","Education","TERMS OF REFERENCE FOR THE APPOINTMENT OF A SERVICE PROVIDER TO FACILITATE CHANGE MANAGEMENT AND ALIGN THE ORGANISATIONAL STRUCTURE TO THE ETDP SETA STRATEGY.","National","Siphesihle Khonjelwayo","tenderers@etdpseta.org.za","011-372-3300","N/A","The ETDP SETA will host a COMPULSORY virtual briefing session for BID NO: SCMU: 07 - 2022/23 for the","The ETDP SETA will host a COMPULSORY virtual briefing session for BID NO: SCMU: 07 - 2022/23 for the facilitation of change management and aligning of the organisational structure to the ETDP SETA strategy, on 15 November 2022 at 11h00. Interested members must please communicate their interest to join in the session, before 11 November 2022. To attend and get access to the session, please email: TienieJ@etdpseta.org.za with your Name, Surname, Company Name, Email address and Cellphone Number. Access details will only be shared with those that confirmed. Please do not forward the link further. We thank you for your cooperation.
NB: THE MEETING ROOM FOR THE COMPULSORY BRIEFING SESSION WILL CLOSE AT 11H15.","Yes","Yes"
38929,"DQP73/2022LG","Request for Quotation","330 LANGALIBALELE STREET - PIETERMARITZBURG  - PIETERMARIZBURG - 3201","Kwazulu Natal - Cooperative Governance and Traditional Affairs","2022-11-03T00:00:00",false,"Tuesday, 15 November 2022 - 11:00","Thursday, 03 November 2022","2022-11-15T11:00:00","<not available>",,"Published","Supplies: General","PROCUREMENT OF 3 BAY COMPACTOR FILLING CABINETS STORAGE FOR FIVE (5) DISTRICTS OFFICES.","KwaZulu-Natal","Sandisiwe Ndlovu","sandisiwe.ndlovu@kzncogta.gov.za","033-260-8197","N/A",,"SERVICE PROVIDERS MUST BE REGISTERED ON THE CENTRAL SUPPLIERS DATABASE (CSD)
THE STIPULATED THERESHOLD FOR LOCAL PRODUCTION AND CONTENT ARE AS FOLLOWS:

	Description	                                Stipulated minimum threshold %
1.	Steel drawers filing cabinet	100%

Bidders that fail to meet the minimum threshold for local content will be disqualified
"," NO"," NO"
38930,"ZNT 3059 W","Request for Bid(Open-Tender)","10 Prince Alfred Street - Pietermaritzburg - Pietermaritzburg - 3200","Kwazulu Natal - Public Works (Head Office)","2022-11-03T00:00:00",true,"Wednesday, 07 December 2022 - 11:00","Thursday, 03 November 2022","2022-12-07T11:00:00","Tuesday, 22 November 2022 - 11:00","2022-11-22T11:00:00","Published","Accommodation","Hire of Office Accommodation for Provincial Treasury: A lettable area sufficient to accommodate 5377 m2 assignable space plus 20% - 25% of non-assignable office space, plus secure 30 open parking bays, 250 secure under cover bays, and 7 secure disabled parking bays for 5 Years, with the option for a further 4 years and 11 months.","KwaZulu-Natal","Ms L. Ndokweni","lulu.ndokweni@kznworks.gov.za","033-897-1445","N/A","Warehouse, Southern Regional Office, 10 Prince Alfred Street Extension, Pietermaritzburg.","Documents available from the Departmental website and is to be downloaded from the Departmental website only. Note: Bidders must ensure that they comply with the Tenderers Notes of this service that is advertised on the Departmental website. 
","Yes","Yes"
38931,"RFP22/23/29/Financial Service Platform/AVW","Request for Proposal","Gauteng - Pretoria - Pretoria - 0001","South African Post Office Limited","2022-11-03T00:00:00",true,"Friday, 25 November 2022 - 11:00","Thursday, 03 November 2022","2022-11-25T11:00:00","Friday, 11 November 2022 - 10:00","2022-11-11T10:00:00","Published","Services: General","RFP22/23/29/Financial Service Platform/AVW","Gauteng","Anton Van Wyk & Amos Matjutla","anton.vanwyk@postoffice.co.za","083-276-4397","086-687-5154","Zoom ID: 6250381037 Zoom Passcode: 2468","Briefing Session is compulsory ","Yes","Yes"
38932,"10332614","Request for Quotation","CNR LEYDS & SIMMONDS - BRAAMFONTEIN - JOHANNESBURG - 2000","Passenger Rail Agency of South Africa","2022-11-03T00:00:00",false,"Wednesday, 09 November 2022 - 10:00","Thursday, 03 November 2022","2022-11-09T10:00:00","<not available>",,"Published","Information service activities","OHTE” and “3KV SUBSTATIONS” (REFRESHER TRAINING AND NEW COURSES) - “PURCHASE AGREEMENT FOR 12 MONTHS) ON AN “AS AND WHEN REQUIRED” BASIS FOR GAUTENG NORTH AND SOUTH.","Gauteng","MAGGIE TSHENYE","maggie.tshenye@prasa.com","011-013-0139","086-762-9137",,"N/A"," NO"," NO"
38934,"LPMED0059GX","Request for Bid(Open-Tender)","Medupi Power Station - Grootegeluk-Onverwacght - Ellisras - 0555","ESKOM","2022-11-03T00:00:00",true,"Wednesday, 23 November 2022 - 14:00","Thursday, 03 November 2022","2022-11-23T14:00:00","Tuesday, 08 November 2022 - 10:00","2022-11-08T10:00:00","Published","Supplies: Electrical Equipment","Once off supply and delivery of Gearboxes for medupi power Station.","Limpopo","Mzi Dyariwe","DyariwM@eskom.co.za","014-762-6329","N/A","https://teams.microsoft.com/l/meetup-join/19%3ameeting_YTYyZWRjMDEtNDQ2ZS00ZGMxLWE0NGEtNzFhYTA4NGQ3N","N/A","Yes"," NO"
38935,"T45/11/22","Request for Bid(Open-Tender)","19 FREDMAN DRIVE - Sandton - Sandton - 2196","Industrial Development Corporation of South Africa Limited","2022-11-03T00:00:00",false,"Friday, 18 November 2022 - 11:00","Thursday, 03 November 2022","2022-11-18T11:00:00","<not available>",,"Published","Services: Professional","REQUEST FOR PROPOSALS TO APPOINT A PANEL OF FIRMS TO ACT AS ADVISORS FOR MERGERS AND ACQUISITIONS (SELL SIDE) TO THE IDC ","National","Joseph Phiri","josephp@idc.co.za","011-269-3810","N/A",,"Bid responses must be submitted in electronic format only "," NO"," NO"
38936,"Contractors forum","Expression of interest","Corner Bonza Bay Road & Quenera Street - Beacon Bay - East London - 5241","ESKOM","2022-11-03T00:00:00",true,"Wednesday, 23 November 2022 - 08:30","Thursday, 03 November 2022","2022-11-23T08:30:00","Wednesday, 23 November 2022 - 10:00","2022-11-23T10:00:00","Published","Other service activities","Contractor Forum to educate them on ""How to do Business with Eskom.","Eastern Cape","Unathi Nozulu","nozuluu@eskom.co.za","043-703-2634","086-537-4729","MS Teams","Ms Teams Meeting, no Goods to be delivered.","Yes","Yes"
38937,"MW/16/11/2022/2023 ","Request for Bid(Open-Tender)","CORNER SOUTH CENTRAL ARTERIAL & BATTERY BANK - ALTON  - RICHARDS BAY  - 3900","Mhlathuze Water","2022-11-03T00:00:00",true,"Wednesday, 30 November 2022 - 12:00","Thursday, 03 November 2022","2022-11-30T12:00:00","Wednesday, 16 November 2022 - 10:00","2022-11-16T10:00:00","Published","Services: Functional (Including Cleaning and Security Services)"," PROVISIONS OF INTEGRATED SECURITY SERVICES AT MHLATHUZE WATER","KwaZulu-Natal","Sihle Mndaweni","tenders@mhlathuze.co.za","035-902-1037","N/A","ULWAZITRAINING ROOM","N/A","Yes","Yes"
38938,"KZN/RAIL/10/2022/007/Q-1","Request for Quotation","65 MASABALALA YENGWA  AVENUE - DURBAN - DURBAN - 4001","Passenger Rail Agency of South Africa","2022-11-03T00:00:00",false,"Friday, 11 November 2022 - 12:00","Thursday, 03 November 2022","2022-11-11T12:00:00","<not available>",,"Published","Supplies: General","REQUEST FOR QUOTATION FOR : THE HIRING OF A SELF-PROPELLED ON-TRACK WAGON WITH CRANE FOR PRASA KZN REGION","KwaZulu-Natal","Nomfundo Zantsi","Nomfundo.Zantsi@prasa.com","031-813-0105","N/A",,"Bidders must be registered on CSD"," NO"," NO"
38939,"RFQ/ECCETC/FIN/08/2022","Request for Quotation","BOFOLO COMMUNITY LEARNING CENTRE, CAPE COLLEGE BUILDING, HEALDTOWN ROAD, FORT BEAUFORT,5270 - HEALD TOWN,BOFOLO - FORT BEAUFORT  - 5270","Eastern Cape CET College","2022-11-03T00:00:00",false,"Thursday, 10 November 2022 - 11:00","Thursday, 03 November 2022","2022-11-10T11:00:00","<not available>",,"Published","Supplies: Computer Equipment","SUPPLY,DELIVER AND INSTALLATION OF 17 DESKSTOP COMPUTERS WITH MONITORS TO BOFOLO CLC","Eastern Cape","Mr M Machaya","MMachaya@ec.cetc.edu.za","041-180-4074","N/A",,"NO"," NO"," NO"
38941,"HSRC1879","Request for Quotation","Sweetwaters Road - Bus Depot Mbubu Road - Sweetwaters - 4014","Human Sciences Research Council","2022-11-03T00:00:00",true,"Friday, 11 November 2022 - 10:00","Thursday, 03 November 2022","2022-11-11T10:00:00","Monday, 07 November 2022 - 10:00","2022-11-07T10:00:00","Published","Other service activities","Request Service Providers for the Modular prefab unit rentals x 6 for 10 months ","National","Meshack Monareng ","MMonareng@hsrc.ac.za","012-302-2032","N/A","https://zoom.us/j/99824824821?pwd=K1VlR2dYWkZGVzE4cE5PVTRMMHFwZz09","Briefing session : Join Zoom Meeting 
https://zoom.us/j/99824824821?pwd=K1VlR2dYWkZGVzE4cE5PVTRMMHFwZz09 
Meeting ID: 998 2482 4821 
Passcode: 038182 
","Yes","Yes"
38942,"MW/17/11/2022/2023","Request for Bid(Open-Tender)","MKHALAZI PUMPSTATION  - NKANDLA  - NKANDLA  - 3274","Mhlathuze Water","2022-11-03T00:00:00",true,"Wednesday, 07 December 2022 - 12:00","Thursday, 03 November 2022","2022-12-07T12:00:00","Wednesday, 23 November 2022 - 11:00","2022-11-23T11:00:00","Published","Services: Functional (Including Cleaning and Security Services)","PROVISIONS OF SECURITY SERVICES AT MIDDELDRIFT ","KwaZulu-Natal","Sihle Mndaweni","tenders@mhlathuze.co.za","035-902-1037","N/A","MKHALAZI PUMP STATION MIDDLEDRIFT (NKANDLA)","N/A","Yes","Yes"
38944,"INF/14598/11/2022","Request for Quotation","AGRICULTURAL RESEARCH COUNCIL HELSHOOGTE ROAD, STELLENBOSCH - IDAS VALLEY - Stellenbosch - 7160","Agricultural Research Council","2022-11-03T00:00:00",false,"Thursday, 10 November 2022 - 11:00","Thursday, 03 November 2022","2022-11-10T11:00:00","<not available>",,"Published","Supplies: Clothing/Textiles/Footwear","Supply and Delivery Protective Clothing ","Western Cape","Zimkhita Matayi","MatayiZ@arc.agric.za","021-809-3093","N/A",,"Quotes must be sent via email only - MatayiZ@arc.agric.za"," NO"," NO"
38946,"MW/18/11/2022/2023","Request for Bid(Open-Tender)","JOZINI - JOZINI - JOZINI - 3969","Mhlathuze Water","2022-11-03T00:00:00",true,"Monday, 05 December 2022 - 12:00","Thursday, 03 November 2022","2022-12-05T12:00:00","Monday, 21 November 2022 - 11:00","2022-11-21T11:00:00","Published","Services: Functional (Including Cleaning and Security Services)","PROVISIONS OF SECURITY SERVICES AT JOZINI ","KwaZulu-Natal","Sihle Mndaweni","tenders@mhlathuze.co.za","035-902-1037","N/A","JOZINI REGIONAL WATER WORKS","N/A","Yes","Yes"
38948,"TNPA/2022/08/0903/10080/RFP","Request for Proposal","TNPA eMendi Administration Building - Ngqura - Port Elizabeth - 6001","Transnet National Ports Authority","2022-11-03T00:00:00",false,"Friday, 25 November 2022 - 12:00","Thursday, 03 November 2022","2022-11-25T12:00:00","<not available>",,"Published","Supplies: General","APPOINTMENT OF A SERVICE PROVIDER TO SUPPLY AND DELIVER LUBRICANTS AND OIL FOR MARINE CRAFTS FOR THE PORT OF NGQURA ON AN “AS AND WHEN
REQUIRED BASIS” FOR A PERIOD OF THREE (3) YEARS","Eastern Cape","Phelokazi Madaki","Phelokazi.Madaki@transnet.net","041-507-8519","041-507-8519",,"ONLY THE FOLLOWING RESPONDENTS MAY RESPOND TO THIS RFP:
a) RESPONDENTS WITH A MINIMUM B-BBEE STATUS LEVEL OF 4
b) EXEMPTED MICRO ENTERPRISES (EMEs) and QUALIFYING SMALL ENTERPRISES (QSEs)"," NO"," NO"
38949,"NMT 01 OF 2022","Request for Bid(Open-Tender)","OHALENI - NQUTHU - NQUTHU - 3135","Msunduzi Museum","2022-11-03T00:00:00",true,"Friday, 02 December 2022 - 12:00","Thursday, 03 November 2022","2022-12-02T12:00:00","Thursday, 17 November 2022 - 12:00","2022-11-17T12:00:00","Published","Services: Functional (Including Cleaning and Security Services)","APPOINTMENT OF SECURITY SERVICES FOR NCOME MUSEUM","KwaZulu-Natal","Msizi Mfeka","mmfeka@msunduzimuseum.org.za","033-394-6834","033-394-6797","Ncome museum","N/A","Yes","Yes"
38950,"NHFC_HO/11/01","Request for Quotation",,"National Housing Finance Corporation Limited","2022-11-03T00:00:00",false,"Friday, 18 November 2022 - 11:00","Thursday, 03 November 2022","2022-11-18T11:00:00","<not available>",,"Published","Other service activities","Provision for Construction Performance guarantees research study 
","Gauteng","Pabalelo Shirindza","pabalelos@nhfc.co.za","011-644-9929","N/A",,"N/A"," NO"," NO"
38951,"RFQ OW-438/2021/22","Request for Quotation","1 Niblick Way - Somerset West - Cape Town  - 7137","Overberg Water","2022-11-03T00:00:00",false,"Tuesday, 22 November 2022 - 12:00","Thursday, 03 November 2022","2022-11-22T12:00:00","<not available>",,"Published","Manufacture of chemicals and chemical products","SUPPLY, DELIVERY OF LABORATORY REAGENTS FOR OVERBERG WATER BOARD FOR A PERIOD OF 36 MONTHS AS AND WHEN REQUIRED","Western Cape","Edward Nwamafela","enwamafela@overbergwater.co.za","021-851-2155","021-851-2155",,"N/A"," NO"," NO"
38952,"15258","Request for Quotation","30 Helium Road - Pretoria - Pretoria - 0200","Automotive Industry Development Centre (AIDC)","2022-11-03T00:00:00",true,"Thursday, 10 November 2022 - 11:00","Thursday, 03 November 2022","2022-11-10T11:00:00","Monday, 07 November 2022 - 10:00","2022-11-07T10:00:00","Published","Wholesale and retail trade and repair of motor vehicles and motorcycles","RFQ DESCRIPTION: THE AIM IS TO REQUEST merSETA/QCTO/ NATIONAL ARTISAN MODERATION BODY (NAMB) ACCREDITED TRADE TEST CENTRE/S TO CONDUCT 2 DAYS PRE ASSESSMENTS, 10 DAYS TRADE TEST PREPARATIONS AND 2 DAYS TRADE TESTING ON ARTISAN RECOGNITION OF PRIOR LEARNING (ARPL) FOR 3 ELECTRICAL CANDIDATES","Gauteng","Ali Malefo","amalefo@aidc.co.za","012-564-5172","012-564-5001","30 Helium Road, Rosslyn Supplier park","Quotations and all other supporting documents must be emailed to QUOTATIONS@AIDC.CO.ZA","Yes","Yes"
38953,"RFQ 014558 ","Request for Quotation","    ARC  Nietvoorbij Campus  , R 44 Klapmuts Road  - Stellenbosch - Stellenbosch - 7599","Agricultural Research Council","2022-11-03T00:00:00",true,"Friday, 11 November 2022 - 04:00","Thursday, 03 November 2022","2022-11-11T04:00:00","Wednesday, 09 November 2022 - 11:00","2022-11-09T11:00:00","Published","Construction of buildings","Upgrade toilets and bathrooms at Cellar see attached specification","Western Cape","Linda Mgwatyu","Mgwatyul@arc.agric.za","021-809-3172","021-809-3439","Wine Cellar Building,      ARC Infruitec ( Nietvoorbij Campus) ,       R 44 Klapmuts Road , Stellenb","quotations can be send via e-mail to SCM Office, Mgwatyul@arc.agric.za","Yes","Yes"
38957,"RFQ/LOG/2022/167","Request for Quotation","Corner attilery and Henley Road - Auckland Park  - Johannesburg - 2006","South African Broadcasting Corporation Limited","2022-11-03T00:00:00",true,"Friday, 18 November 2022 - 12:00","Thursday, 03 November 2022","2022-11-18T12:00:00","Tuesday, 08 November 2022 - 10:00","2022-11-08T10:00:00","Published","Administrative and support activities","SUPPLY, DELIVERY, AND INSTALLATION OF AN UNDERGROUND DIESEL TANK FOR SABC AT AUCKLAND PARK AS ONCE OFF PROJECT","National","Porcia Ntozini","tenderqueries@sabc.co.za","011-714-4644","N/A","Micro Soft Teams  link on the tender document ","N/A","Yes"," NO"
38968,"SMQ02/22/23","Request for Quotation","Bontebok Landfill Site - Swellendam - Swellendam - 6740","Swellendam Municipality","2022-11-03T00:00:00",false,"Friday, 11 November 2022 - 12:00","Thursday, 03 November 2022","2022-11-11T12:00:00","<not available>",,"Published","Waste collection, treatment and disposal activities; materials recovery","QUOTATIONS ARE HEREBY INVITED FOR THE HIRING OF A CHIPPER FOR BONTEBOK LANDFILL SITE","Western Cape","R. Theodore","scm@swellenmun.co.za","028-514-8500","N/A",,"N/A"," NO"," NO"
38969,"SMQ16/22/23","Request for Quotation","23 Lind Street - Swellendam - Swellendam - 6740","Swellendam Municipality","2022-11-03T00:00:00",false,"Friday, 11 November 2022 - 12:00","Thursday, 03 November 2022","2022-11-11T12:00:00","<not available>",,"Published","Supplies: General","QUOTATIONS ARE HEREBY INVITED FOR THE SUPPLY AND DELIVERY OF A ZERO- TURN LAWNMOWER","Western Cape","R. Theodore","scm@swellenmun.co.za","028-514-8500","N/A",,"N/A"," NO"," NO"
