"id","tender_No","type","delivery","department","cbrief","cd","dp","date_Published","brief","closing_Date","compulsory_briefing_session","status","category","description","province","contactPerson","email","telephone","fax","briefingVenue","conditions","biddersdoc","biddersdoclink","bf","bc","company","award_contact","contactNumber","dateModified","bidders"
20969,"DARD/RFT 01/2022","Request for Bid(Open-Tender)",,"Free State - Agriculture and Rural Development",false,"Friday, 13 May 2022 - 11:00","Friday, 29 April 2022","2022-04-29T00:00:00","<not available>","2022-05-13T11:00:00",,"Awarded","Services: General","OUTSOURCED STAFF TRANSPORT TO GLEN FOR A PERIOD OF THREE (3) YEARS","Free State","Mr. T Marumo","tmarumo@dard.gov.za","051-861-8670","N/A",,"Please take a note that the above-mentioned bid has been awarded to Mothebe Shuttle Services with B-BBEE Level 1 and Lungi and Sons Services with B-BBEE Level 1 on the 18 March 2022.  The contract commenced on the 22 March 2022 and will expire on the 21 March 2025.","",""," NO"," NO","N/A",,,,""
20975,"CDC/64/22","Request for Proposal","Cnr Alcyon Road & Zibuko Street - Zone 1, Coega SEZ - Gqeberha (Port Elizabeth) - 6001","Coega Development Cooperation",true,"Tuesday, 24 May 2022 - 12:00","Friday, 29 April 2022","2022-04-29T00:00:00","Monday, 09 May 2022 - 10:00","2022-05-24T12:00:00","2022-05-09T10:00:00","Awarded","Other service activities","APPOINTMENT OF A SERVICE PROVIDER TO CONDUCT AN AMENDMENT OF THE ENVIRONMENTAL AUTHORISATION (EA) FOR THE NGQURA MANGANESE EXPORT TERMINAL PROJECT","Eastern Cape","Ms. Zine Mtanda","tenders@coega.co.za","000-000-0000","000-000-0000","The link can be accessed on the CDC's website at www.coega.co.za","RFP documents can be downloaded from the CDC website: www.coega.co.za. For more details on the advert, please visit the Coega website (www.coega.co.za) under current tenders.","Annexure B - Lodging of Bid Submissions.zip","/Home/Download/?blobName=e8fa25b1-546a-410b-80ce-a2cd0f9649e0.zip&downloadedFileName=Annexure B - Lodging of Bid Submissions.zip","Yes"," NO","CEN INTEGRATED ENVIRONMENTAL MANAGEMENT UNIT","MIKE COHEN","0415812983 / 082 320 3111",,""
20976,"DOH(FS)24/2021/2022","Request for Bid(Open-Tender)",,"Free State - Health",false,"Friday, 13 May 2022 - 11:00","Friday, 29 April 2022","2022-04-29T00:00:00","<not available>","2022-05-13T11:00:00",,"Awarded","Supplies: Medical","The Supply and Delivery of Advanced Medical Consumables and wound Care for various institutions in the Free State Department of Health.","Free State","TE Mahlasi","mahlasite@fshealth.gov.za","051-408-1457","N/A",,"Please take note that the above-mentioned bid has been awarded to the following successful bidders: Mothudi Services (PTY)Ltd with B-BBEE Level 1, Tara Healthcare (PTY)Ltd with B-BBEE Level 1 and PMB Health and Safety with B-BBEE Level 1, bid was awarded on the 03 March 2022.  Contract commenced on the 18 March 2022 and will expire on the 17 April 2027","",""," NO"," NO","N/A",,,,""
20993,"WD380","Deviation","BUILDING 157 FRANCIS BAARD STREET - PRETORIA - PRETORIA - 0002","Water and Sanitation",false,"Friday, 29 April 2022 - 11:00","Friday, 29 April 2022","2022-04-29T00:00:00","<not available>","2022-04-29T11:00:00",,"Awarded","Water transport","Emergency procurement for the hiring of water tankers to provide relief to the areas affected by the floods in KwaZulu Natal.","KwaZulu-Natal","Jacob Mabusela","mabuselaj@dws.gov.za","012-336-7240","N/A",,"N/A","",""," NO"," NO","N/A",,,,""
21003,"311S/2021/22","Request for Bid(Open-Tender)","12 Hertzog Boulevard - 2nd Floor (Concourse Level), Civic Centre - Cape Town - 8001","City of Cape Town",false,"Monday, 30 May 2022 - 00:00","Friday, 29 April 2022","2022-04-29T00:00:00","<not available>","2022-05-30T00:00:00",,"Awarded","Services: General"," SUPPLY, INSTALL AND MAINTENANCE OF TELEPHONE PABX 
Bids must be compliant with the Preferential Procurement Regulations, 2017 including but not limited to local content, functionality, price and preference, eligibility criteria and relevant statutory criteria.  The details of this are contained in the tender document. Only locally produced or manufactured goods, meeting the stipulated minimum threshold for local production and content, will be considered","Western Cape","Abubakr Saban ","abubakr.saban@capetown.gov.za","021-400-9045","N/A","https://meet.capetown.gov.za/abubakr.saban/H4 WCTL8R?sl=1  ","Tender Fee: R200","","","Yes"," NO","INNOVO NETWORKS","Abubakr Saban","021-400-9045",,""
21041,"ERI/2022/STR/01","Request for Bid(Open-Tender)","Roshland Road - Rosherville - Cleveland - 2001","ESKOM",true,"Monday, 23 May 2022 - 00:00","Friday, 29 April 2022","2022-04-29T00:00:00","Tuesday, 10 May 2022 - 00:00","2022-05-23T00:00:00","2022-05-10T00:00:00","Awarded","Security and investigation activities","Provision of Physical Security Service at ERI for a period of five(5) years","Gauteng","Lerisha April","AprilLA@eskom.co.za","074-584-1881","N/A","Virtual attendance confirmation to be sent to AprilLA@eskom.co.za ","A non-compulsory virtual clarification meeting will be held ten (10) days after tender has been publish.All interest parties should RSVP to AprilLA@eskom.co.za by Friday the 06/05/2022, to received the link. The  Tender number should be clearly indicated in the subject line,  full contact details of the representative that will be attending the virtual clarification meeting must be included in the email.","","","Yes"," NO","Kya Guards ","Emmanual Dube","011-885-3774",,""
21546,"VAR 02/2022","Deviation","Lehae la SARS,299 Bronkhorst Street - Nieuw Muckleneuk, Brooklyn - Pretoria - 0181","South African Revenue Service",false,"Thursday, 12 May 2022 - 11:00","Friday, 29 April 2022","2022-04-29T00:00:00","<not available>","2022-05-12T11:00:00",,"Awarded","Services: Building","Extension of the current contract for supply, installation and maintenance of sanitary and healthcare equipment for a period of 12 months commencing 1 May 2022 until 30 April 2023, at an estimated total cost of R15 565 963.00 VAT Inclusive
","National","Tender Office","tenderoffice@sars.gov.za","012-422-4078","N/A",,"N/A","",""," NO"," NO","ORIZOE SERVICES","ORIENDA NOMANDLANE","082 849 9044",,""
29775,"D407","Deviation","37 Murchison Street - Newcastle - Newcastle - 2940","Newcastle Local Municipality",false,"Wednesday, 13 July 2022 - 11:00","Friday, 29 April 2022","2022-04-29T00:00:00","<not available>","2022-07-13T11:00:00",,"Awarded","Activities of head offices; management consultancy activities","To provide xompetency assessment for Municipal manager and senior managers in local government","KwaZulu-Natal","Newcastle Municipality","Selvan.Moodley@newcastle.gov.za","034-328-7809","N/A",,"N/A","",""," NO"," NO","THE ASSESSMENT TOOLBOX","Narainsamy Moodley","+27646855600",,""
31007,"TE 16/2022","Request for Proposal","28 MAIN ROAD - ASHTON - ASHTON - 6715","Langeberg Municipality",true,"Friday, 20 May 2022 - 12:00","Friday, 29 April 2022","2022-04-29T00:00:00","Thursday, 12 May 2022 - 10:00","2022-05-20T12:00:00","2022-05-12T10:00:00","Awarded","Services: Professional","PROFESSIONAL SERVICES FOR THE IMPLEMENTATION OF THE ROAD ASSET MANAGEMENT PLAN FOR LANGEBERG MUNCIPALITY","Western Cape","C POSTHUMUS","cposthumus@langeberg.gov.za","023-615-8000","023-615-1563","52 CHURCH STREET, ROBERTSON","PLESAE SEE ATTACHED ADVERT","TE 26-2022 BID REGISTER.docx","/Home/Download/?blobName=05a857b2-c3f9-4ab4-9f96-51e8d2cc7344.docx&downloadedFileName=TE 26-2022 BID REGISTER.docx","Yes","Yes","LATHISO CONSULTING ENGINEERS","E O MAINE","084-054-6568",,""
20902,"HS003/2022","Request for Bid(Open-Tender)","71 York Street - George - George - 6530","George Municipality",true,"Friday, 20 May 2022 - 12:00","Thursday, 28 April 2022","2022-04-28T00:00:00","Tuesday, 10 May 2022 - 10:00","2022-05-20T12:00:00","2022-05-10T10:00:00","Awarded","Construction","APPOINTMENT OF A CONTACTOR FOR THE: 1. IMPROVED ACCESS AND RETAINER WALLS; 2. CHANNEL TO RE-ROUTE RUN OFF; 3. INSTALLATION OF GUTTERS AND DOWNPIPES.","Western Cape","Mr. Madoda Bokwe","bbokwe@george.gov.za","044-802-2033","N/A","George Civic Centre, George Municipality, 71 York Street","CIDB GRADING 3CE OR HIGHER","","","Yes","Yes","MATAMELA ENTERPRISE","Madoda Bokwe","0448022033",,""
20907,"GRDM/34/21-22","Request for Information","54 YORK STREET - GEORGE - GEORGE - 6530","Garden Route District Local Municipality",false,"Tuesday, 24 May 2022 - 11:00","Thursday, 28 April 2022","2022-04-28T00:00:00","<not available>","2022-05-24T11:00:00",,"Awarded","Services: General","SERVICE/REPAIR OF PRINTERS AND SCANNERS FOR A PERIOD OF THREE YEARS.
","Western Cape","BUKELWA NDZINDE","bukelwa@gardenroute.gov.za","044-803-1338","N/A",,"N/A","GRDM3421-22.doc","/Home/Download/?blobName=93f35786-2fb5-497d-855a-96946575e0a8.doc&downloadedFileName=GRDM3421-22.doc"," NO"," NO","PRINTEGRATION","BIENIE MARTIN","0723778606/0215102822",,""
20911,"GRDM/29/21-22","Request for Quotation","54 YORK STREET - GEORGE - GEORGE - 6530","Garden Route District Local Municipality",true,"Friday, 03 June 2022 - 11:00","Thursday, 28 April 2022","2022-04-28T00:00:00","Thursday, 12 May 2022 - 10:00","2022-06-03T11:00:00","2022-05-12T10:00:00","Awarded","Construction of buildings","CONSTRUCTION OF NEW FIRE STATION.","Western Cape","BUKELWA NDZINDE","bukelwa@gardenroute.gov.za","044-803-1338","N/A","ERF 22494 STEINHOFF INDUSTRIAL PARK, GEORGE","N/A","","","Yes","Yes","KHUBEKA CONSTRUCTION","Mark Clive Rennie","0448741584/0828885778",,"Ryancris/Coolmakers,Mfingo Developments,Khubeka Construction,Quantum Leap,Ramiez Construction,Rekha Construction,Tygerella,Muleka SA,Alex Maintenance,Silidi Projects,Ruwacon,Patkum Construction,Atuba Construction,Matamela Enterprise,NAP designs,Chisamulti,Umhlathuze Construction,Masiqhame Trading,Inyameko Construction,Areka Investments,Zamil Engineers,Leano Construction,Khumorich Pty Ltd"
20946,"E/JC3930LD-Award Letter","Request for Bid(Open-Tender)",,"ESKOM",false,"Saturday, 28 May 2022 - 11:00","Thursday, 28 April 2022","2022-04-28T00:00:00","<not available>","2022-05-28T11:00:00",,"Awarded","Services: General","Award Letter - Supply, delivery, repair, test, commissioning of draft tube gate hoist and rope - Unit 2 Ingula Pumped Storage Scheme","KwaZulu-Natal","Judith Carolus","judith.carolus@eskom.co.za","082-879-1689","N/A",,"None","",""," NO"," NO","N/A",,,,""
20948,"OLT2023932","Request for Proposal","Cnr Mercury & Thorium Street, - Uraniaville, - Klerksdorp - 2573","ESKOM",false,"Tuesday, 17 May 2022 - 15:00","Thursday, 28 April 2022","2022-04-28T00:00:00","<not available>","2022-05-17T15:00:00",,"Awarded","Supplies: General","Supply of various Line Hardware","North West","Elsabe Swanepoel","swanepe@eskom.co.za","012-421-3386","N/A",,"N/A","",""," NO"," NO","Memotek Trading ","John Million","011 826 1454",,""
27148,"GRPQ 36/2022","Request for Quotation","R716 Deneysville Road - Deneysville - Vereeniging - 1930","Correctional Services",false,"Thursday, 05 May 2022 - 11:00","Thursday, 28 April 2022","2022-04-28T00:00:00","<not available>","2022-05-05T11:00:00",,"Awarded","Food and beverage service activities","Supply and delivery of chicken ","Free State","Me M. Nkopi","mpho.nkopi@dcs.gov.za","016-370-2236","N/A","N/A","Only suppliers with a level 1 to 4 BBBEE status will be considered","SKM_558e22072210120.pdf","/Home/Download/?blobName=2114de92-ca58-47d6-958a-cc1078670d63.pdf&downloadedFileName=SKM_558e22072210120.pdf"," NO"," NO","N/A",,,,""
31038,"TE 26/2022","Request for Proposal","28 MAIN ROAD - ASHTON - ASHTON - 6715","Langeberg Municipality",true,"Friday, 13 May 2022 - 12:00","Tuesday, 26 April 2022","2022-04-26T00:00:00","Thursday, 05 May 2022 - 10:00","2022-05-13T12:00:00","2022-05-05T10:00:00","Awarded","Supplies: Electrical Equipment","SUPPLY AND INSTALLATION OF SURVEILLANCE CAMERA SYSTEM AT THE ROBERTSON CENTRALISED STORE, ROBERTSON MUISKRAALKOP SUBSTATION AND SPORT FACILITIES","Western Cape","Z PRINS","zprins@langeberg.gov.za","023-626-8200","023-626-1516","52 CHURCH STREET, ROBERTSON","PLEASE SEE ATTACHED ADVERT","","","Yes","Yes","FIREWIRE SYSTEM SOLUTIONS","S RUITERS","021-713-4283",,""
34850,"POQ00001HC","SITA contract","V1318 MANGOSUTHU HIGHWAY - UMLAZI - UMLAZI - 4060","Justice & Constitutional Development",false,"Thursday, 05 May 2022 - 11:00","Tuesday, 26 April 2022","2022-04-26T00:00:00","<not available>","2022-05-05T11:00:00",,"Awarded","Supplies: Stationery/Printing","supply and delivery of toners and drum for LC EMLAZI","KwaZulu-Natal","NTOKOZO NXELE","ntonxele@justice.gov.za","031-372-3190","N/A",,"N/A","CHIEFKAZI.pdf","/Home/Download/?blobName=5aa082a0-2efd-4f7d-80c6-1ed787e57e87.pdf&downloadedFileName=CHIEFKAZI.pdf"," NO"," NO","CHIEFKAZI PROJECTS","CHAKAZA MOKHABELA","0792488877",,""
20014,"EX 048/2021","Deviation","Bay Terrace Road - Pier Warehouse - Durban - 4000","South African Revenue Service",false,"Thursday, 28 April 2022 - 11:00","Monday, 25 April 2022","2022-04-25T00:00:00","<not available>","2022-04-28T11:00:00",,"Awarded","Supplies: Electrical Equipment","Requesting approval to deviate from the tender process, to source two (2) Forklifts from Kempston Material Handling for Durban Customs State Warehouse.
","KwaZulu-Natal","Andre Taljaard","tenderoffice@sars.gov.za","081-037-9162","N/A",,"N/A","",""," NO"," NO","N/A",,,,""
20792,"PLK21/32","Request for Bid(Open-Tender)","78 Hans van Rensburg  - Polokwane - Polokwane - 0700","Public Works",false,"Monday, 25 April 2022 - 13:00","Monday, 25 April 2022","2022-04-25T00:00:00","<not available>","2022-04-25T13:00:00",,"Awarded","Services: General","Rendering of 24 months security services for National Department of Public Works (Polokwane Regional Office)","Limpopo","Thato Morifi","Thato.Morifi@dpw.gov.za","015-293-8012","N/A",,"N/A","",""," NO"," NO","N/A",,,,""
20797,"PLK21/42","Request for Bid(Open-Tender)","78 Hans van Rensburg  - Polokwane - Polokwane - 0700","Public Works",false,"Monday, 25 April 2022 - 12:30","Monday, 25 April 2022","2022-04-25T00:00:00","<not available>","2022-04-25T12:30:00",,"Awarded","Services: General","Rendering of (24) twenty four months gardening services at Sekhukhune Magistrate Office","Limpopo","Thato Morifi","Thato.Morifi@dpw.gov.za","015-293-8012","N/A",,"N/A","",""," NO"," NO","N/A",,,,""
20799,"PLK21/44","Request for Bid(Open-Tender)",,"Public Works",false,"Monday, 25 April 2022 - 12:30","Monday, 25 April 2022","2022-04-25T00:00:00","<not available>","2022-04-25T12:30:00",,"Awarded","Services: General","Rendering of (24) twenty four months gardening services at Giyani Magistrate Office","Limpopo","Thato Morifi","Thato.Morifi@dpw.gov.za","015-293-8012","N/A",,"N/A","",""," NO"," NO","N/A",,,,""
20803,"CONTRACT SANRAL 1002-UBIU/5","Request for Bid(Open-Tender)","58 Van Eck Place - Mkondeni - Pietermaritzburg - 3201","South African National Roads Agency Soc Limited (SANRAL)",false,"Monday, 25 April 2022 - 11:00","Monday, 25 April 2022","2022-04-25T00:00:00","<not available>","2022-04-25T11:00:00",,"Awarded","Civil engineering","THE OPERATION, MAINTENANCE AND MARKETING OF AN UNDER-BRIDGE INSPECTION UNIT(UBIU)","KwaZulu-Natal","Wendy Mhlanzi","mhlanziw@nra.co.za","033-392-8100","N/A",,"Awarded to SQS INDUSTRIAL SERVICES (PTY) LTD","","","Yes","Yes","N/A",,,,""
20821,"MWP1272TX","Request for Bid(Open-Tender)","Kilbarchan - Newcastle - Newcastle - 2940","ESKOM",false,"Wednesday, 01 June 2022 - 00:00","Monday, 25 April 2022","2022-04-25T00:00:00","<not available>","2022-06-01T00:00:00",,"Awarded","Services: Electrical","Electrical works at Ingagane substation: Stringing, earthing, erection and cabling","National","Julitha Boloko","bolokomj@eskom.co.za","011-800-2772","086-605-2281","https://teams.microsoft.com/l/meetup-join/19%3ameeting_MDEzZWEzYjgtMGFhMS00NDJjLTlkODktODE0","N/A","","","Yes"," NO","STP DEVELOPMENT AND PROJECTS","NEO NGWENYA","073 512 0819",,""
20824,"MPKUS10228PS","Request for Proposal","R545, Balmoral - Ogies Road - Ogies - Wtbank - 1035","ESKOM",true,"Tuesday, 10 May 2022 - 10:00","Monday, 25 April 2022","2022-04-25T00:00:00","Tuesday, 03 May 2022 - 10:00","2022-05-10T10:00:00","2022-05-03T10:00:00","Awarded","Other service activities","Appointment of Town Planner for the Land Rezoning and Consolidation for Kusile 60 Year ADF at Kusile Power Station. ","Mpumalanga","Peloame Mosinyi","tiroph@eskom.co.za","013-690-0768","086-660-3445","MS TEAMS","None","","","Yes"," NO","MAMPHELE DEVELOPMENT PLANNERS","Vincent Maila","012-460-6678",,""
34851,"POQ00001NL/M/","SITA contract","CNR SOMTSEAU AND STANGER - DURBAN - DURBAN - 4000","Justice & Constitutional Development",false,"Thursday, 05 May 2022 - 11:00","Monday, 25 April 2022","2022-04-25T00:00:00","<not available>","2022-05-05T11:00:00",,"Awarded","Supplies: Stationery/Printing","supply and delivery of toners and drums for LC DURBAN","KwaZulu-Natal","S NDLOVU","SiNdlovu@justice.gov.za","031-836-8120","N/A",,"N/A","AMAGWALA.pdf","/Home/Download/?blobName=5c72c72f-033c-4c8c-939d-feb40aa2ac89.pdf&downloadedFileName=AMAGWALA.pdf"," NO"," NO","AMAGWALA TRADING","ANDILE NZIMANDE","0318368120",,""
38694,"51700","Request for Proposal","175 Corobay Avenue - Waterkloof Glen Ext 11 - Pretoria - 0001","South African Local Government Association",false,"Tuesday, 26 April 2022 - 11:00","Monday, 25 April 2022","2022-04-25T00:00:00","<not available>","2022-04-26T11:00:00",,"Awarded","Services: General","APPOINTMENT OF A SERVICE PROVIDER TO PARTNER/PERFORM EVENT MANAGEMENT SERVICES AND IMPLEMENTATION OF THE ANNUAL SUITE PROGRAMME MAINLY; LABOUR LAW, PERFORMANCE MANAGEMENT AND TALENT MANAGEMENT SEMINAR ON BEHALF OS SALGA.","National","John Kola","jkola@salga.org.za","012-369-8000","012-369-8001",,"NONE","","","Yes","Yes","EMPOWAWORX","John Kola","012-369-8000",,""
20665,"TDR301/2021/2022","Request for Bid(Open-Tender)","101 Marsh Street - MOSSEL BAY MUNICIPALITY - MOSSEL BAY - 6500","Mossel Bay Municipality",false,"Friday, 03 June 2022 - 12:00","Friday, 22 April 2022","2022-04-22T00:00:00","<not available>","2022-06-03T12:00:00",,"Awarded","Services: General","APPOINTMENT OF A CONTRACTOR FOR THE MAINTENANCE AT SELECTED CEMETRIES IN THE MOSSEL BAY MUNICIPAL AREA","Western Cape","Mr Francois Nieuwoudt","fnieuwoudt@mosselbay.gov.za","044-606-5000","N/A",,"N/A","301-2021-2022 TENDER RESULTS.pdf","/Home/Download/?blobName=de042505-fa77-45d5-b7d6-26735e1ec311.pdf&downloadedFileName=301-2021-2022 TENDER RESULTS.pdf"," NO"," NO","LINGOMSO LETHU ENTERPRISE","Mr Francois Nieuwoudt","(044) 606-5000",,""
20666,"TDR294/2021/2022","Request for Bid(Open-Tender)","101 Marsh Street - MOSSEL BAY MUNICIPALITY - MOSSEL BAY - 6500","Mossel Bay Municipality",false,"Friday, 27 May 2022 - 12:00","Friday, 22 April 2022","2022-04-22T00:00:00","<not available>","2022-05-27T12:00:00",,"Awarded","Services: General","APPOINTMENT OF SERVICE PROVIDERS TO REMOVE HOUSEHOLD GARDEN REFUSE
IN BLOCK 1 IN THE MOSSEL BAY MUNICIPAL AREA","Western Cape","Mr Warren Manuel","warren.manuel@mosselbay.gov.za","044-606-5000","N/A",,"N/A","294-2021-2022 TENDER RESULTS.pdf","/Home/Download/?blobName=5366e2f0-0714-42f4-8266-e823dfddec4c.pdf&downloadedFileName=294-2021-2022 TENDER RESULTS.pdf"," NO"," NO","AGAINST THE GRAIN BUSINESS SOLUTIONS","Mr Warren Manuel","(044) 606-5000",,""
20668,"TDR293/2021/2022","Request for Bid(Open-Tender)","101 Marsh Street - MOSSEL BAY MUNICIPALITY - MOSSEL BAY - 6500","Mossel Bay Municipality",false,"Friday, 27 May 2022 - 12:00","Friday, 22 April 2022","2022-04-22T00:00:00","<not available>","2022-05-27T12:00:00",,"Awarded","Services: General","PROVISION OF LOAD AND OTHER SAFETY TESTS","Western Cape","Mr Dawie Zwiegelaar","dzwiegelaar@mosselbay.gov.za","044-606-5275","N/A",,"N/A","293-2021-2022 TENDER RESULTS.pdf","/Home/Download/?blobName=8684bfc5-b040-45b0-881a-1e8204d99233.pdf&downloadedFileName=293-2021-2022 TENDER RESULTS.pdf"," NO"," NO","PETRA ANDRE VAN RENSBURG","Mr Dawie Zwiegelaar","(044) 606-5275",,""
20677,"NRF/CORP COMM/03/2022-23","Request for Bid(Open-Tender)","NRF Building, Meiring Naude Road - Brummeria - Pretoria - 0081","National Research Foundation",false,"Tuesday, 17 May 2022 - 11:00","Friday, 22 April 2022","2022-04-22T00:00:00","<not available>","2022-05-17T11:00:00",,"Awarded","Other service activities","Appointment of a service provider for event management of the annual NRF awards function for a period of three (3) years (2022 – 2024)","National","Vuyelwa Vabaza","VL.Vabaza@nrf.ac.za","012-481-4000","N/A",,"ONLY electronic submissions will be accepted. Email your submissions  to bids@nrf.ac.za","",""," NO"," NO","SCATTERLINGS OF AFRICA","Lebogang Mosoma","0124814000",,"TS Group Africa , Reabetswe Communication and Events , Scatterlings Conference and Events , Mason Africa Group (Pty) Ltd , Design Africa , Litha Communications , Ngomani Corporation "
20679,"NRF/CORP COMM/04/2022-23","Request for Proposal","NRF Building, Meiring Naude Road - Brummeria - Pretoria - 0081","National Research Foundation",false,"Tuesday, 17 May 2022 - 11:00","Friday, 22 April 2022","2022-04-22T00:00:00","<not available>","2022-05-17T11:00:00",,"Awarded","Other service activities","Appointment of a service provider for the production of NRF awards audio-visual material for the period of three (3) years (2022-2024)","National","Vuyelwa Vabaza","VL.Vabaza@nrf.ac.za","012-481-4000","N/A",,"ONLY electronic submissions will be accepted. Email your submissions  to bids@nrf.ac.za","",""," NO"," NO","Innovatink","Lebogang Mosoma","0124814000",,"1	Image Works  2	Innovatink  3	Pro Video International  4	Claude King Media  5	JZ Van Loggenberg Multimedia (Pty) Ltd 6	Kwanza Communications  7	Palomino Productions  8	Murunwa Consulting  9	Screen Culture Media  10	Dream Cast Media , Late bids: SL Productions 17 May 2022 1:21pm, Southern Power Media 17 May 2022 3:31pm"
20689,"CDC/68/22","Request for Bid(Open-Tender)",,"Coega Development Cooperation",true,"Tuesday, 31 May 2022 - 12:00","Friday, 22 April 2022","2022-04-22T00:00:00","Wednesday, 11 May 2022 - 12:00","2022-05-31T12:00:00","2022-05-11T12:00:00","Awarded","Other service activities","ST. BARNABAS HOSPITAL: COMPLETION OF NEW MENTAL HEALTH UNIT","Eastern Cape","Ms. Zine Mtanda","tenders@coega.co.za","000-000-0000","000-000-0000","St. Barnabas Hospital in Ntlaza, Libode","Documents may be collected during working hours from Monday, 25 April 2022, at 10:00 from the CDC’s East London Office located at No. 10 &12 Pearce Street, Berea, East London. For more details on the advert, please visit the Coega website (www.coega.co.za) under current tenders.","","","Yes"," NO","BOTHO SOCIETE","BOTHO SOCIETE","011 675 0384 / 081 466 6454",,"MAAA0162545, MAAA0162545"
20702,"RFP/LOG/2021/57","Request for Proposal","Corner Artillery and Henley Road - Auckland Park - Johannesburg - 2006","South African Broadcasting Corporation Limited",false,"Friday, 20 May 2022 - 12:00","Friday, 22 April 2022","2022-04-22T00:00:00","<not available>","2022-05-20T12:00:00",,"Awarded","Administrative and support activities","PROVISION OF CLEANING, HYGIENE AND PEST CONTROL SERVICES AT SABC OFFICES IN FREE STATE FOR A PERIOD OF FIVE (5) YEARS","Free State","Tumelo","Tenderqueries@sabc.co.za","011-714-4644","N/A",,"N/A","",""," NO"," NO","N/A",,,,""
20709,"BSM 58/22","Request for Bid(Open-Tender)","Stellenbosch Municipality - Stellenbosch - Stellenbosch - 7600","Stellenbosch Municipality",true,"Monday, 23 May 2022 - 12:00","Friday, 22 April 2022","2022-04-22T00:00:00","Wednesday, 11 May 2022 - 10:00","2022-05-23T12:00:00","2022-05-11T10:00:00","Awarded","Services: Professional","TENDER FOR BSM 58/22: THE PROVISION OF DEBTOR MANAGEMENT SOFTWARE AND ADMINISTRATIVE SUPPORT TO STELLENBOSCH MUNICIPALITY, FOR A CONTRACT PERIOD ENDING 30 JUNE 2024
","Western Cape","Pieter Wagener","pieter.wagener@stellenbosch.gov.za","021-808-8531","N/A","at the Income Boardroom, Stellenbosch Municipality ","N/A","TENDER BSM 58 22 LIST OF BIDDERS.docx","/Home/Download/?blobName=e5b3f8ac-df8f-495a-9e79-a1aafdf22c4f.docx&downloadedFileName=TENDER BSM 58 22 LIST OF BIDDERS.docx","Yes","Yes","GEODEBT SOLUTIONS","Pieter Wagener","021-808-8531",,"MAAA0150441"
20711,"BSM 54/22","Request for Bid(Open-Tender)","Stellenbosch Municipality - Stellenbosch - Stellenbosch - 7600","Stellenbosch Municipality",true,"Monday, 23 May 2022 - 12:00","Friday, 22 April 2022","2022-04-22T00:00:00","Thursday, 05 May 2022 - 11:00","2022-05-23T12:00:00","2022-05-05T11:00:00","Awarded","Legal and accounting activities","TENDER FOR B/SM 54/22: APPOINTMENT OF LEGAL SERVICE PROVIDERS FOR A CONTRACT PERIOD ENDING 30 JUNE 2025","Western Cape","Mervin Williams","mervin.williams@stellenbosch.gov.za","021-808-8991","N/A","A compulsory virtual clarification Meeting will be held on 5 May 2022 at 11h00 via Microsoft Teams. ","N/A","TENDER BSM 54 22 LIST OF BIDDERS.docx","/Home/Download/?blobName=136f3777-0b42-48d3-bb50-4ae8004d7bdb.docx&downloadedFileName=TENDER BSM 54 22 LIST OF BIDDERS.docx","Yes","Yes","A A SOLWANDLE ATTORNEYS","Mervin Williams","021-808-8991",,""
20767,"JDA/GEO 001/INNER CITY RANKS CARR STREET","Request for Bid(Open-Tender)","3 Helen Joseph Street  - Newtown - Johannesburg - 2000","Johannesburg Development Agency",false,"Monday, 09 May 2022 - 12:00","Friday, 22 April 2022","2022-04-22T00:00:00","<not available>","2022-05-09T12:00:00",,"Awarded","Services: Professional","APPOINTMENT OF PROFESSIONAL GEOTECHNICAL ENGINEERING SERVICES FOR THE INNER-CITY RANKS: CARR STREET HOLDING FACILITY FOR A PERIOD OF 12 MONTHS","Gauteng","Lerato Ntuli","lntuli@jda.org.za","011-688-7845","N/A",,"N/A","",""," NO"," NO","Singo Consulting","Kenneth Singo","0782727839",,""
20768,"SANAS/INTAUDIT/2021-22/04","Request for Bid(Open-Tender)","303 Libertas Office Park,Highway Street - Equestria - Pretoria - 0081","South African National Accreditation System",false,"Sunday, 22 May 2022 - 11:00","Friday, 22 April 2022","2022-04-22T00:00:00","<not available>","2022-05-22T11:00:00",,"Awarded","Services: Professional","Appointment of a suitably qualified professional service provider for the provision of Internal Audit Services for a period of thirty-six (36) months.","Gauteng","Zanele Ngwenya","zanelen@sanas.co.za","012-740-8535","N/A",,"N/A","",""," NO"," NO","N/A",,,,""
20769,"SANAS/SECURITY/2022-23/01","Request for Bid(Open-Tender)","303 Libertas Office Park,Highway Street - Equestria - Pretoria - 0081","South African National Accreditation System",false,"Tuesday, 17 May 2022 - 00:00","Friday, 22 April 2022","2022-04-22T00:00:00","<not available>","2022-05-17T00:00:00",,"Awarded","Services: Professional","APPOINTMENT OF A SUITABLE PROFESSIONAL BIDDER FOR THE PROVISION OF SECURITY GUARD AND PROTECTION SERVICES FOR A PERIOD OF THREE (3) YEARS.","Gauteng","Zanele Ngwenya","zanelen@sanas.co.za","012-740-8535","N/A",,"N/A","Bids received.pdf","/Home/Download/?blobName=60cc1b5e-e6d2-425c-8ec2-19f9242b41aa.pdf&downloadedFileName=Bids received.pdf"," NO"," NO","MMAMPHENG CONSTRUCTION AND SECURITY SERVICES","Zanele Ngwenya","0127408535",,""
