"id","tender_No","type","delivery","department","cbrief","cd","dp","date_Published","brief","closing_Date","compulsory_briefing_session","status","category","description","province","contactPerson","email","telephone","fax","briefingVenue","bf","bc","conditions"
24661,"INF/13415/06/2022","Request for Proposal","ARC - HELSHOOGTE ROAD, STELLENBOSCH - STELLENBOSCH - STELLENBOSCH - 7160","Agricultural Research Council",false,"Monday, 27 June 2022 - 11:00","Thursday, 23 June 2022","2022-06-23T00:00:00","<not available>","2022-06-27T11:00:00",,"Closed","Manufacture of machinery and equipment n.e.c.","SERVICE OF LAB BLENDER","Western Cape","Qhama Stuurman","StuurmanQ@arc.agric.za","021-809-3173","N/A",," NO"," NO","Quotes must be sent on email only- StuurmanQ@arc.agric.za/matayiz@arc.agric.za"
24541,"HSRC1850","Request for Proposal","134 Pretorius - Pretoria - Pretoria  - 0002","Human Sciences Research Council",false,"Wednesday, 29 June 2022 - 16:00","Wednesday, 22 June 2022","2022-06-22T00:00:00","<not available>","2022-06-29T16:00:00",,"Closed","Other service activities","APPOINTMENT OF A SERVICE PROVIDER TO PROVIDE A RESEARCH GRANT PROPOSAL WRITING WORKSHOP TO HSRC RESEARCHERS","National","Mavis Magoleng","mmagoleng@hsrc.ac.za","012-302-2178","N/A",," NO"," NO","N/A"
24412,"SAHRC 4-2021","Request for Bid(Open-Tender)","27 Stiemens street - Braamfontein - Johannesburg - 2017","South African Human Rights Commission",false,"Wednesday, 22 June 2022 - 11:00","Tuesday, 21 June 2022","2022-06-21T00:00:00","<not available>","2022-06-22T11:00:00",,"Closed","Rental and leasing activities","To obtain leased office premises for the South African Human Rights Commission, Bloemfontein Provincial Office.","National","Tender office","tenderoffice@sahrc.org.za","011-877-3644","N/A",," NO"," NO","N/A"
24448,"HEDP017/21/22","Request for Bid(Open-Tender)","18 college street  - Polokwane  - Polokwane  - 0700","Limpopo - Health",false,"Friday, 05 August 2022 - 11:00","Tuesday, 21 June 2022","2022-06-21T00:00:00","<not available>","2022-08-05T11:00:00",,"Closed","Supplies: Clothing/Textiles/Footwear","PRICING SCHEDULE : 

SUPPLY AND DELIVERY OF PUBLIC HEALTH FACILITIES LINEN, PATIENT CLOTHING, PROTECTIVE CLOTHING FOR DOCTORS, NURSES, FOOD SERVICE PERSONNEL , GENERAL WORKERS AND FORENSIC PERSONNEL IN LIMPOPO PROVINCE  FOR THE PERIOD OF SIXTY (60) MONTHS, AS AND WHEN NEED ARISES ","Limpopo","Tintswalo Olivia Simango","tintswalo.simango@dhsd.limpopo.gov.za","015-293-6352","N/A",," NO"," NO","N/A"
24331,"RFQ/MICT/35/2022","Request for Quotation","19 Richards Drive - Halfway house - Midrand - 1685","Media, Information and Communication Technologies Sector Education and training Authority (MICT SETA)",false,"Monday, 27 June 2022 - 11:00","Monday, 20 June 2022","2022-06-20T00:00:00","<not available>","2022-06-27T11:00:00",,"Closed","Information and communication","APPOINTMENT OF A PANEL OF SERVICE PROVIDERS TO PROVIDE ICT
PROJECT MANAGEMENT SERVICES FOR A PERIOD OF 36 MONTHS.","Gauteng","SCM","rfqs@mict.org.za","011-207-2600","N/A",," NO"," NO","N/A"
24344,"LIM01-05 2022/2023","Request for Bid(Open-Tender)","42 a Schoeman Street Polokwane - Polokwane CBD - Polokwane - 0700","Labour",false,"Monday, 18 July 2022 - 11:00","Monday, 20 June 2022","2022-06-20T00:00:00","<not available>","2022-07-18T11:00:00",,"Closed","Services: Functional (Including Cleaning and Security Services)","RENDERING OF SECURITY SERVICES AT DEPARTMENT OF EMPLOYMENT AND LABOUR (LIMPOPO)
Capricorn Cluster, Sekhukhune Cluster, Waterberg Cluster, Mopani Cluster and Vhembe Cluster","Limpopo","Tlou Morema","tlou.morema@labour.gov.za","015-290-1702","N/A",," NO"," NO","This is a special notice with reference to the advertised tender: PLEASE REFER TO THE ATTACHED SPECIAL NOTICE FOR YOUR URGENT ATTENTION!!!!!!"
24345,"LIM01-05 2022/2023","Request for Bid(Open-Tender)","42 a Schoeman Street Polokwane - Polokwane CBD - Polokwane - 0700","Labour",false,"Monday, 18 July 2022 - 11:00","Monday, 20 June 2022","2022-06-20T00:00:00","<not available>","2022-07-18T11:00:00",,"Closed","Services: Functional (Including Cleaning and Security Services)","RENDERING OF SECURITY SERVICES AT DEPARTMENT OF EMPLOYMENT AND LABOUR (LIMPOPO)
Capricorn Cluster, Sekhukhune Cluster, Waterberg Cluster, Mopani Cluster and Vhembe Cluster","Limpopo","Tlou Morema","tlou.morema@labour.gov.za","015-290-1702","N/A",," NO"," NO","This is a special notice with reference to the advertised tender: PLEASE REFER TO THE ATTACHED SPECIAL NOTICE FOR YOUR URGENT ATTENTION!!!!!!"
24169,"MPKRI10307GX","Request for Bid(Open-Tender)","Kriel Power Station Bethal-Ogies Road - Mpumalanga - Kriel - 2271","ESKOM",true,"Thursday, 21 July 2022 - 10:00","Friday, 17 June 2022","2022-06-17T00:00:00","Thursday, 30 June 2022 - 14:00","2022-07-21T10:00:00","2022-06-30T14:00:00","Closed","Services: Civil","Provision of Civil Maintenance Service at Kriel Power Station for a period of 3 years","Mpumalanga","A Botha","bothaAB@eskom.co.za","017-615-2653","086-663-0643","MS Teams"," Yes"," NO","Technical Gatekeeper: National Home Builders Registration Council Certificate"
23815,"T03/2022","Request for Bid(Open-Tender)",,"Blue crane route local municipality",false,"Monday, 20 June 2022 - 11:00","Tuesday, 14 June 2022","2022-06-14T00:00:00","<not available>","2022-06-20T11:00:00",,"Closed","Supplies: General","SUPPLY AND DELIVERY OF MATERIAL FOR CONSTRUCTION OF POUND.","Eastern Cape","NICO CLASSEN","nclassen@bcrm.gov.za","082-657-4448","N/A",," NO"," NO","N/A"
23544,"RFQ/RBF/2022/72","Request for Quotation","Corner Artillery and Henley Road - Auckland Park - Johannesburg - 2006","South African Broadcasting Corporation Limited",false,"Monday, 27 June 2022 - 12:00","Friday, 10 June 2022","2022-06-10T00:00:00","<not available>","2022-06-27T12:00:00",,"Closed","Administrative and support activities","SUPPLY AND DELIVERY OF SOUND CARDS","National","Blessed ","Tenderqueries@sabc.co.za","011-714-4644","N/A",," NO"," NO","N/A"
23081,"GSM038/2022","Request for Quotation","32 Jones Road,  Airways Park, Johannesburg (Head Office) - Kempton Park - Isando - 1627","South African Airways (Pty) Limited",false,"Tuesday, 21 June 2022 - 15:00","Monday, 06 June 2022","2022-06-06T00:00:00","<not available>","2022-06-21T15:00:00",,"Closed","Waste collection, treatment and disposal activities; materials recovery","Bio-Hazard  Waste Management Service","Gauteng","Maggie Serekego","Magdelineserekego@flysaa.com","011-978-3322","N/A",," NO"," NO","N/A"
23111,"22/2022","Request for Quotation","1 Peter Brown Drive Montrose - Montrose - Pietermaritzburg - 3202","Kwa-Zulu Natal - Ezemvelo KwaZulu-Natal Wildlife",false,"Wednesday, 15 June 2022 - 11:00","Monday, 06 June 2022","2022-06-06T00:00:00","<not available>","2022-06-15T11:00:00",,"Closed","Rental and leasing activities","The provision of office space rental in 
Scottburgh town for the period of three (03) 
years","KwaZulu-Natal","Kwanele Mbatha","kwanele.mbatha@kznwildlife.com","033-845-1186","N/A",," NO"," NO","N/A"
23174,"SENT/INTEGRATION REPORT ANALYSIS/2022","Request for Quotation",,"Sentech Limited",false,"Monday, 13 June 2022 - 12:00","Monday, 06 June 2022","2022-06-06T00:00:00","<not available>","2022-06-13T12:00:00",,"Closed","Telecommunications","REQUEST FOR A QUOTATION (APPOINTMENT OF INTEGRATED REPORT ANALYIS OF THE 2021/22 SENTECH INTEGRATED REPORT FOR A PERIOD OF EIGHT (8) MONTHS)	","Gauteng","Quotations2@sentech,co,za","quotations2@sentech.co.za","011-471-4506","N/A",," NO"," NO","N/A"
22733,"CCMA-VA-19-126","Deviation","28 Harisson street - Braamfontein - Johannesburg - 0200","Commission for Conciliation Mediation & Arbitration",false,"Wednesday, 01 June 2022 - 11:00","Tuesday, 31 May 2022","2022-05-31T00:00:00","<not available>","2022-06-01T11:00:00",,"Closed","Administrative and support activities","A variation of Human Resources Employee Health & Wellness Programme by	Careways Wellness for a period of 18 Months due to failed tender process, latest NT advisory note & availability of funds on the original contract .
","Gauteng","Freddy Sello Monama","FreddyM@ccma.org.za","011-377-6952","N/A",," NO"," NO","n/a"
22813,"MWP1391DIS","Request for Bid(Open-Tender)","MAXWELL DRIVE - SUNNINGHILL - JOHANNESBURG - 2191","ESKOM",false,"Wednesday, 22 June 2022 - 10:00","Tuesday, 31 May 2022","2022-05-31T00:00:00","<not available>","2022-06-22T10:00:00",,"Closed","Real estate activities","INVITATION TO TENDER FOR VARIOUS RESIDENTIAL PROPERTIES IN STANDERTON MPUMALANGA ","Mpumalanga","Prince Ndima","ndimapx@eskom.co.za","017-827-8209","N/A",," NO"," NO","Should you be interested in viewing the site or need more information you can contact Adelle Fourie at 074 882 1799, 013 693 2887 or e-mail: fourieac@eskom.co.za."
24758,"HDA/JHB/2021/028","Request for Bid(Open-Tender)","Block B, 2nd Floor 1 Maxwell Drive, Megawatt Park,  - Sunninghill,  - JOHANNESBURG - 2070","Housing Development Agency",false,"Wednesday, 22 June 2022 - 11:00","Tuesday, 31 May 2022","2022-05-31T00:00:00","<not available>","2022-06-22T11:00:00",,"Closed","Construction","APPOINTMENT TO A PANEL OF PROPERTY DEVELOPERS FOR THE HOUSING DEVELOPMENT AGENCY FOR A PERIOD OF THREE YEARS","National","Mxolisi Zondo","Mxolisi.zondo@thehda.co.za","011-544-1000","N/A",," NO"," NO","N/A"
22719,"RFQ 16155","Request for Quotation","CHIEF DAWID STUURMAN INTERNATIONAL AIRPORT - Gqeberha - Gqeberha - 6070","Airports Company of South Africa",true,"Monday, 06 June 2022 - 16:00","Monday, 30 May 2022","2022-05-30T00:00:00","Wednesday, 01 June 2022 - 12:00","2022-06-06T16:00:00","2022-06-01T12:00:00","Closed","Office administrative, office support and other business support activities","REQUEST FOR QUOTATION FOR THE REFIT OF THE LOUVERS BY RHE WINDOW AT THE WEATHER OFFICE AT THE CHIEF DAWID STUURMAN INTERNATIONAL AIRPORT","Eastern Cape","Matebogo Mkhize","matebogo.mkhize@airports.co.za","011-723-2643","N/A","CHIEF DAWID STUURNMAN INTERNATIONAL AIRPORT"," Yes","Yes","N/A"
22462,"WC1016ZM","Participation","Eskom Road - Brackenfell - Cape Town - 7560","ESKOM",false,"Thursday, 02 June 2022 - 10:00","Thursday, 26 May 2022","2022-05-26T00:00:00","<not available>","2022-06-02T10:00:00",,"Closed","Services: Civil","LIST OF BIDDERS: Construction of Blackheath Substation Phase 2","Western Cape","Zodwa Mwadira","mwadirz@eskom.co.za","021-980-3691","086-666-8427",," NO"," NO","LIST OF BIDDERS: Construction of Blackheath Substation Phase 2"
22246,"RFP/LOG/2022/ 24","Request for Proposal","Corner Artillery and Henley Road - Auckland Park - jo - 2006","South African Broadcasting Corporation Limited",true,"Friday, 24 June 2022 - 12:00","Monday, 23 May 2022","2022-05-23T00:00:00","Friday, 03 June 2022 - 10:00","2022-06-24T12:00:00","2022-06-03T10:00:00","Closed","Administrative and support activities","PROVISION OF CLEANING SERVICES, SUPPLY OF CLEANING
CONSUMABLES AND EQUIPMENT FOR SABC LIMPOPO FOR THE PERIOD OF THREE
(3) YEARS
BID","National","Azwinaki","Tenderqueries@sabc.co.za","011-714-4644","N/A","SABC POLOKWANE 19 Hospital Street"," Yes"," NO","N/A"
21195,"MPKUS10208GX","Request for Bid(Open-Tender)"," R545 Kendal/Balmoral Road, Haartebeesfontein - WITBANK - Mpumalanga - 1035","ESKOM",false,"Thursday, 26 May 2022 - 10:00","Friday, 20 May 2022","2022-05-20T00:00:00","<not available>","2022-05-26T10:00:00",,"Closed","Services: General","Kusile Power Station Supply and Delivery of Knife Gate IV and Scrappers for a period of (5) Years","Mpumalanga","Gontse Novela","musisg@eskom.co.za","067-991-8868","N/A",," NO"," NO","N/A"
22048,"342S/2021/22","Request for Bid(Open-Tender)","City of Cape Town - Cape Town - Cape Town - 8001","City of Cape Town",false,"Tuesday, 21 June 2022 - 11:00","Friday, 20 May 2022","2022-05-20T00:00:00","<not available>","2022-06-21T11:00:00",,"Closed","Telecommunications","MAINTENANCE OF TELECOMMUNICATIONS FACILITIES FOR THE CITY OF CAPE TOWN","Western Cape","Chris Mtatsi","Chris.Mtatsi@capetown.gov.za","021-400-9074","N/A","https://meet.capetown.gov.za/bongani.april/FUK9NQ8D"," Yes"," NO","A non-compulsory but strongly recommended virtual clarification meeting will be conducted via an online platform skype for business on Friday, 03 June 2022 at 10h00am please use the link above to gain access the briefing session or send a request to Chris.Mtatsi@capetown.gov.za 

Where bid documents can be obtained:
Physical Address: 2nd Floor (Concourse Level), Civic Centre, 12 Hertzog Boulevard, Cape Town

Where bids should be delivered:
Physical Address: Box 131 at the Tender & Quotation Box Office, 2nd Floor (Concourse Level), Civic Centre, 12 Hertzog Boulevard, Cape Town

Refer to the clause under 2.2.15.1 on page 16 of the tender document (Validity)"
22053,"RFQ 20184","Request for Quotation","DELTA TOWERS, 15TH FLOOR, 303 DR PIXLEY KASEME STREET - Durban - Durban - 4000","ITHALA SOC LIMITED",false,"Tuesday, 31 May 2022 - 11:00","Friday, 20 May 2022","2022-05-20T00:00:00","<not available>","2022-05-31T11:00:00",,"Closed","Information service activities","ON DEMAND RESOURCING OF IT CONTRACTORS (SPECIALIST) FOR A PERIOD UP TO 24 MONTHS AT ITHALA SOC (LTD)","KwaZulu-Natal","L. Msomi","Tenders_LTD@ithala.co.za","031-366-2615","N/A",," NO"," NO","N/A"
22125,"EFAC/2022/04","Request for Bid(Open-Tender)","370 Nossob Street Corner Delmas Avenue & Nossob Street - Erasmuskloof Ext.4 - Pretoria - 0001","ARMSCOR",true,"Monday, 13 June 2022 - 11:00","Friday, 20 May 2022","2022-05-20T00:00:00","Thursday, 26 May 2022 - 10:00","2022-06-13T11:00:00","2022-05-26T10:00:00","Closed","Electricity, gas, steam and air conditioning","Appointment of Contractor for the Supply and Installation of Fire Detection, Alarm System Emergency Voice Evacuation + Gas Suppression Systems at Armscor Head Quarters","Gauteng","Mr. S Mahlangu","aopts@armscor.co.za","012-428-3650","000-000-0000","Armscor Head Office, Erasmuskloof Ext.4 Pretoria"," Yes","Yes","N/A"
21983,"DFFE-T002(22-23)","Request for Bid(Open-Tender)","473 STEVE BIKO ROAD, CNR SOUTSPANBERG AND STEVE BIKO ROAD - ARCARDIA - PRETORIA - 0083","National - Environment, Forestry and Fisheries",true,"Friday, 10 June 2022 - 11:00","Thursday, 19 May 2022","2022-05-19T00:00:00","Tuesday, 31 May 2022 - 11:00","2022-06-10T11:00:00","2022-05-31T11:00:00","Closed","Food and beverage service activities","THE APPOINTMENT OF A SERVICE PROVIDER TO SUPPLY AND DELIVER BULK FROZEN, 
FRESH MEAT AND MEAT PRODUCTS TO DFFE EAST PIER SHED, V & A WATERFRONT, CAPE 
TOWN FOR USE ON MARION ISLAND, GOUGH ISLAND, AND SANAE (ANTARCTICA) 
RESEARCH BASES FOR A PERIOD OF FOUR YEARS FOR THE BRANCH OCEAN AND COAST.","National","Mr. N. Devanunthan","ndevanunthan@dffe.gov.za","021-405-9482","N/A","https://teams.microsoft.com/l/meetup-join/19%3ameeting_MmU2ZWI2MDQtMDY2Ni00ZDhlLTk0NWUtZjE0NDUwMTY0O"," Yes"," NO","None"
21984,"DFFE-T002(22-23)","Request for Bid(Open-Tender)","473 STEVE BIKO ROAD, CNR SOUTSPANBERG AND STEVE BIKO ROAD - ARCARDIA - PRETORIA - 0083","National - Environment, Forestry and Fisheries",true,"Friday, 10 June 2022 - 11:00","Thursday, 19 May 2022","2022-05-19T00:00:00","Tuesday, 31 May 2022 - 11:00","2022-06-10T11:00:00","2022-05-31T11:00:00","Closed","Food and beverage service activities","THE APPOINTMENT OF A SERVICE PROVIDER TO SUPPLY AND DELIVER BULK FROZEN, 
FRESH MEAT AND MEAT PRODUCTS TO DFFE EAST PIER SHED, V & A WATERFRONT, CAPE 
TOWN FOR USE ON MARION ISLAND, GOUGH ISLAND, AND SANAE (ANTARCTICA) 
RESEARCH BASES FOR A PERIOD OF FOUR YEARS FOR THE BRANCH OCEAN AND COAST.","National","Mr. N. Devanunthan","ndevanunthan@dffe.gov.za","021-405-9482","N/A","https://teams.microsoft.com/l/meetup-join/19%3ameeting_MmU2ZWI2MDQtMDY2Ni00ZDhlLTk0NWUtZjE0NDUwMTY0O"," Yes"," NO","None"
21985,"DFFE-T002(22-23)","Request for Bid(Open-Tender)","473 STEVE BIKO ROAD, CNR SOUTSPANBERG AND STEVE BIKO ROAD - ARCARDIA - PRETORIA - 0083","National - Environment, Forestry and Fisheries",true,"Friday, 10 June 2022 - 11:00","Thursday, 19 May 2022","2022-05-19T00:00:00","Tuesday, 31 May 2022 - 11:00","2022-06-10T11:00:00","2022-05-31T11:00:00","Closed","Food and beverage service activities","THE APPOINTMENT OF A SERVICE PROVIDER TO SUPPLY AND DELIVER BULK FROZEN, 
FRESH MEAT AND MEAT PRODUCTS TO DFFE EAST PIER SHED, V & A WATERFRONT, CAPE 
TOWN FOR USE ON MARION ISLAND, GOUGH ISLAND, AND SANAE (ANTARCTICA) 
RESEARCH BASES FOR A PERIOD OF FOUR YEARS FOR THE BRANCH OCEAN AND COAST.","National","Mr. N. Devanunthan","ndevanunthan@dffe.gov.za","021-405-9482","N/A","https://teams.microsoft.com/l/meetup-join/19%3ameeting_MmU2ZWI2MDQtMDY2Ni00ZDhlLTk0NWUtZjE0NDUwMTY0O"," Yes"," NO","None"
21853,"RFP/IT/2022/16","Request for Proposal","Corner Artillery and Henley Road - Auckland Park - Johannesburg - 2006","South African Broadcasting Corporation Limited",true,"Friday, 17 June 2022 - 12:00","Tuesday, 17 May 2022","2022-05-17T00:00:00","Tuesday, 24 May 2022 - 11:00","2022-06-17T12:00:00","2022-05-24T11:00:00","Closed","Administrative and support activities","APPOINTMENT OF SERVICE PROVIDER FOR THE SUPPLY, INSTALLATION, COMMISSIONING, TRAINING, HANDOVER AND SUPPORT OF THE MCR ROUTER REPLACEMENT FOR A PERIOD OF TEN (10) YEARS","National","Thandeka","Tenderqueries@sabc.co.za","011-714-4644","N/A","Microsoft Teams meeting on the tender document "," Yes"," NO","N/A"
21854,"RFP/IT/2022/16","Request for Proposal","Corner Artillery and Henley Road - Auckland Park - Johannesburg - 2006","South African Broadcasting Corporation Limited",true,"Friday, 17 June 2022 - 12:00","Tuesday, 17 May 2022","2022-05-17T00:00:00","Tuesday, 24 May 2022 - 11:00","2022-06-17T12:00:00","2022-05-24T11:00:00","Closed","Administrative and support activities","APPOINTMENT OF SERVICE PROVIDER FOR THE SUPPLY, INSTALLATION, COMMISSIONING, TRAINING, HANDOVER AND SUPPORT OF THE MCR ROUTER REPLACEMENT FOR A PERIOD OF TEN (10) YEARS","National","Thandeka","Tenderqueries@sabc.co.za","011-714-4644","N/A","Microsoft Teams meeting on the tender document "," Yes"," NO","N/A"
21855,"RFP/IT/2022/16","Request for Proposal","Corner Artillery and Henley Road - Auckland Park - Johannesburg - 2006","South African Broadcasting Corporation Limited",true,"Friday, 17 June 2022 - 12:00","Tuesday, 17 May 2022","2022-05-17T00:00:00","Tuesday, 24 May 2022 - 11:00","2022-06-17T12:00:00","2022-05-24T11:00:00","Closed","Administrative and support activities","APPOINTMENT OF SERVICE PROVIDER FOR THE SUPPLY, INSTALLATION, COMMISSIONING, TRAINING, HANDOVER AND SUPPORT OF THE MCR ROUTER REPLACEMENT FOR A PERIOD OF TEN (10) YEARS","National","Thandeka","Tenderqueries@sabc.co.za","011-714-4644","N/A","Microsoft Teams meeting on the tender document "," Yes"," NO","N/A"
21856,"RFP/IT/2022/16","Request for Proposal","Corner Artillery and Henley Road - Auckland Park - Johannesburg - 2006","South African Broadcasting Corporation Limited",true,"Friday, 17 June 2022 - 12:00","Tuesday, 17 May 2022","2022-05-17T00:00:00","Tuesday, 24 May 2022 - 11:00","2022-06-17T12:00:00","2022-05-24T11:00:00","Closed","Administrative and support activities","APPOINTMENT OF SERVICE PROVIDER FOR THE SUPPLY, INSTALLATION, COMMISSIONING, TRAINING, HANDOVER AND SUPPORT OF THE MCR ROUTER REPLACEMENT FOR A PERIOD OF TEN (10) YEARS","National","Thandeka","Tenderqueries@sabc.co.za","011-714-4644","N/A","Microsoft Teams meeting on the tender document "," Yes"," NO","N/A"
21712,"POP 06/2022","Request for Bid(Open-Tender)","33 hoofd Street, Braampark,Forum 1, Block A - Braamfontein - Braamfontein - 2001","City Of Joburg Property Company (SOC) Ltd",false,"Friday, 17 June 2022 - 00:00","Monday, 16 May 2022","2022-05-16T00:00:00","<not available>","2022-06-17T00:00:00",,"Closed","Supplies: Computer Equipment","REQUEST FOR PROPOSALS FOR THE APPOINTMENT OF A SUITABLE BIDDER TO SUPPLY 54 PRE-USED HIGH-WORKLOAD MULTI FUNCTIONAL PRINTING MACHINES WITH MANAGED PRINTING SERVICES AND MAINTENANCE SOLUTION AT CITY OF JOBURG PROPERTY COMPANY SOC LTD FOR A PERIOD OF THREE (03) YEARS","Gauteng","Supply Chain Management Unit","tenders@jhbproperty.co.za","010-219-9000","010-219-9400","3rd floor (entrance level), A –Block, Auditorium, Forum I, Braampark, Braamfontein"," Yes","Yes","N/A"
21725,"CORP1062TX","Request for Quotation","Eskom Megawatt Park, Tender Office, North Side, Maxwell Drive-Sunninghill-2191 - Maxwell Drive Sunninghill  - Sunninghill - 2191","ESKOM",false,"Monday, 20 June 2022 - 10:00","Monday, 16 May 2022","2022-05-16T00:00:00","<not available>","2022-06-20T10:00:00",,"Closed","Services: Professional","THE PROVISION OF GEOTECHNICAL SERVICES FOR TRANSMISSION
ENGINEERING FOR A PERIOD OF FIVE (5) YEARS ON AN AS AND WHEN
REQUIRED BASIS.","Gauteng","M Netshiavha","Netshim@eskom.co.za","011-800-5049","N/A",," NO"," NO","N/A"
21582,"PTATEN 2606","Request for Proposal","Brown Street - Nelspruit - Nelspruit - 0001","ESKOM",false,"Thursday, 30 June 2022 - 17:00","Thursday, 12 May 2022","2022-05-12T00:00:00","<not available>","2022-06-30T17:00:00",,"Closed","Administrative and support activities","Validity extension for pre qualification of PPE and Work wear accessories for Limlanga Cluster","Mpumalanga","Nomsa Mkhonza","nomsa.mkhonza@eskom.co.za","011-709-3724","N/A",," NO"," NO","Pre-qualification of Supply  and delivery  validity extension letter for PPE, Work wear and accessories"
21252,"RFB 004/22/23","Request for Bid(Open-Tender)","1 Modderfontein Road - Sandringham - Johannesburg - 2131","National Health Laboratory Service",true,"Friday, 03 June 2022 - 11:00","Thursday, 05 May 2022","2022-05-05T00:00:00","Friday, 13 May 2022 - 11:00","2022-06-03T11:00:00","2022-05-13T11:00:00","Closed","Supplies: Medical","Placement of Molecular Tuberculosis Diagnostic Testing (Nucleic Acid Detection) Analysers: 1. Low-Throughput; 2. Medium-Throughput; And 3. High-Throughput Volume Testing Laboratories for National Health Laboratory Service (NHLS) including Service and Maintenance for a period of five (5) years.","National","Tebogo Molefe","tebogo.molefe@nhls.ac.za","011-555-0595","N/A","NHLS Main Conference Boardroom"," Yes","Yes","N/A"
21196,"MPMAT10031GX .","Request for Quotation",,"ESKOM",false,"Saturday, 07 May 2022 - 17:00","Wednesday, 04 May 2022","2022-05-04T00:00:00","<not available>","2022-05-07T17:00:00",,"Closed","Services: Functional (Including Cleaning and Security Services)","LETTER TO REQUEST TENDER VALIDITY EXTENSION FOR CLEANING OF GCD OFFICES AT MATLA POWER STATION ","Mpumalanga","JULIA LEBEPE","lebepej@eskom.co.za","017-612-6022","N/A",," NO"," NO","LETTER TO REQUEST EXTENSION TO  TENDER VALIDITY FOR TENDER NUMBER  MPMAT10031GX "
20422,"UBU-B-04/04/22","Request for Proposal","29 Margaret Street - Ixopo - Ixopo - 3276","Ubuhlebezwe Local Municipality",true,"Friday, 13 May 2022 - 12:00","Tuesday, 03 May 2022","2022-05-03T00:00:00","Tuesday, 03 May 2022 - 10:30","2022-05-13T12:00:00","2022-05-03T10:30:00","Closed","Supplies: General","Layout and interior design, supply, automation and installation of council chamber furniture and accessories for Ubuhlebezwe Municipal main office building.","KwaZulu-Natal","Ms P Luswazi","pluswazi@ubuhlebezwe.gov.za","039-834-7700","039-834-1168","Peace Initiative hall"," Yes","Yes","N/A"
21084,"Corp 5492R","Request for Proposal","ESKOM mwp - MWP - Sunning hill - 0001","ESKOM",true,"Thursday, 26 May 2022 - 10:00","Tuesday, 03 May 2022","2022-05-03T00:00:00","Thursday, 12 May 2022 - 10:00","2022-05-26T10:00:00","2022-05-12T10:00:00","Closed","Telecommunications","SUPPLY AND DELIVERY OF IT PERIPHERALS TO ALL ESKOM DIVISIONS AS AN WHEN REQUIRED BASIS FOR A PERIOD OF FIVE (5) YEARS ","National","Joosty Skhosana ","SkhosaMJ@eskom.co.za","011-800-6512","086-660-8686","Microsoft teams"," Yes"," NO","Please refer to RFP"
21086,"HSRC/04/2022/23","Request for Proposal","134 Pretorius - Pretoria - Pretoria - 0002","Human Sciences Research Council",false,"Friday, 27 May 2022 - 11:00","Tuesday, 03 May 2022","2022-05-03T00:00:00","<not available>","2022-05-27T11:00:00",,"Closed","Other service activities","Request for Proposals (RFP) for the supply and installation of CCTV cameras and Access Control solutions for the HSRC Offices-Pretoria, Cape Town, Durban, and Pietermaritzburg.","National","Hilton Tsibande","htsibande@hsrc.ac.za","012-302-2362","N/A",," Yes"," NO","N/A"
20831,"RFB 069/21/22","Request for Bid(Open-Tender)","Old City Hospital, 1 Portswood Road - Green Point Complex - Cape Town - 8005","National Health Laboratory Service",true,"Friday, 27 May 2022 - 11:00","Monday, 25 April 2022","2022-04-25T00:00:00","Friday, 06 May 2022 - 11:00","2022-05-27T11:00:00","2022-05-06T11:00:00","Closed","Supplies: Medical","Placement of Fully Automated Track System, which includes pre-analytic and analytic instrumentation to accommodate Chemistry, Endocrinology, Serology, Haematology and Coagulation analysers including reagents, consumables, service and maintenance for a period of five (5) years for Green Point and Kimberley.

","Western Cape","Tebogo Molefe","tebogo.molefe@nhls.ac.za","011-555-0595","N/A","Old City Complex, 1 Portswood Road, GPC Seminar Room,Green Point, Cape Town"," Yes","Yes","Yes"
20838,"CORP5548","Request for Quotation","Maxwell Drive - Sunninghill - Johannesburg - 2191","ESKOM",true,"Tuesday, 31 May 2022 - 10:00","Monday, 25 April 2022","2022-04-25T00:00:00","Monday, 25 April 2022 - 11:00","2022-05-31T10:00:00","2022-04-25T11:00:00","Closed","Services: Professional","EXTENSION LETTER FOR  PROVISION OF SERVITUDE ACQUISITION AND RELOCATION CONSULTANT SERVICES ON AN “AS AND WHEN REQUIRED” BASIS","Gauteng","M Netshiavha","Netshim@eskom.co.za","011-800-5049","N/A",," NO"," NO","N/A"
20621,"RFQ07/2022/23","Request for Quotation","Bekker Road - Waterfall Office Park - Midrand - 1685","Road Traffic Infringement Agency",false,"Wednesday, 04 May 2022 - 16:00","Thursday, 21 April 2022","2022-04-21T00:00:00","<not available>","2022-05-04T16:00:00",,"Closed","Services: Professional","Request for quotation from service providers to provide Quality Assurance on the Draft Annual Financial Statements and Performance Information reported for 2021/22  ","Gauteng","Ms D Matlhoko","Daphney.Matlhoko@rtia.co.za","087-285-0500","N/A",," NO"," NO","N/A"
